tweet,topic
https://t.co/UZHje7PRZ0,1
RT @MarkAmesExiled: “A career State Department official overseeing Ukraine policy told congressional investigators this week that he had ra…,1
RT @RepJohnRose: We must pass the #USMCA in order to put our farmers back on the path of success with the opportunity to create and sustain…,1
"RT @Sankei_news: 【「八ツ場」に野党ピリピリ】
政権時代に「無駄な公共事業」として建設凍結に動いた八ツ場ダム。台風１９号で一定の治水効果を発揮したとされるが、かつての当事者から「反省」の言葉は聞こえず批判に反論する発言が目立ちます。
https://t.co/H…",1
RT @davidfrum: Doesn’t the “host” pay costs for the “guests”? Trump’s not “hosting.” He’s collecting. Better headline: “US To Pay Trump Res…,1
Fact check: Trump nonsensically claims other presidents had tried to make his Turkey deal for '10 years' or '15 yea… https://t.co/9oHSBYu64h,1
"RT @scontorno: BREAKING: We found more photos of Ron DeSantis on election night with the two arrested Giuliani associates. This time, they'…",1
"RT @yoshidakoichiro: 韓国が得するGSOMIA破棄をやめるから、韓国が約束を守らないから厳格化した輸出管理を甘くしろ、という要求が、交渉として成立すると思っているらしい事が理解不能です。

ＧＳＯＭＩＡ失効前の日韓首脳会談、韓国側が提案検討か　2019.10…",1
"This is incredible, even for her.

I honestly don't know what to say but this is A pinnacle of disgrace in American… https://t.co/Y2sN2nXYYy",1
RT @joswinson: The ERG think that this deal is a route to crashing out with no-deal further down the line. Voting for it tomorrow could del…,1
RT @DavidWaddell5: Benedict Arnold Mitt Romney claims he’s ‘Not’ Leading a Never Trump Coup —- I don’t believe this carpetbagger! He loves…,1
"RT @bentaub91: ""At one dinner party, Mr. Sondland said his job was 'to destroy the European Union,' one senior European official said."" htt…",1
"RT @Adrian_Hilton: I first met Martin Howe in the wake of Maastricht, and we have both spent a quarter century of our lives trying to extri…",1
"RT @AAPMaharashtra: AAP Maharashtra State Secretary @Dhananjay4AAP from JeevanBag, Mumbra Kalwa in support of scholar AAP Candidate.

Huge…",1
"RT @Susan_Hennessey: The entire premise of ""at cost"" being distinct from ""profits"" has been an absurd fiction since the very first day Trum…",1
"RT @scottisbell_: @logansrun79 @CCM1956 brings up amazing point.  if u r as sick as he was, why wouldn't u leave politics and spend the las…",1
"For any @UKLabour MPs thinking of voting with Tories tomorrow, worth remembering this from 2012: https://t.co/daSbum4Wwl #BrexitCrisis",1
"RT @ArthurSchwartz: What do we have here? 

Diplomat tells investigators he raised alarms in 2015 about Hunter Biden’s Ukraine work but was…",1
It’s a bunch of hypocrisy,1
RT @evewhite5500: Newly declassified court documents reveal FBI FISA violations in targeting Americans | Fox News 🚩 Violations occurred as…,1
"RT @ps9714: Pelosi says Mulvaney made a 'confession' to wrongdoing

https://t.co/5BPMKJDfo7",1
"(null) Left-Wing Hoax Claims Chick-fil-A Backs Death Penalty for Gays
https://t.co/p9r2Z6h2x9",1
Proof that voting #Labour would result in levelling everyone down rather than give everyone an opportunity to impro… https://t.co/mC82NvPDpQ,1
"RT @Fitzy_Red: Homelessness charities fear that when he was the London mayor, Boris Johnson, skimmed off more than £5m of government fundin…",1
"Not satire, it's XR...

""XR UK Citizens' Assembly"" (accurate apostrophe placement) is ""Not run by… https://t.co/NhYAN1GU67",1
"RT @GenRickDeMarco: Crooked Hillary is recycling conspiracy theories. She’s actually saying Tulsi is being ‘groomed’ by Russians.

Here’s t…",1
"RT @Susan_Hennessey: The entire premise of ""at cost"" being distinct from ""profits"" has been an absurd fiction since the very first day Trum…",1
Andrew Coyne: 'There'll be hell to pay' if a coalition government cancels TMX pipeline https://t.co/NJNs5seCju https://t.co/PcLawv20b4,1
"RT @Sime0nStylites: 9. This is grown-up politics. 

All MPs should vote for the Letwin amendment. 

/ends.",1
"Laughter, apparently, is bad.  ""When it comes to politics, the UK suffers from a chronic disease. It’s called satir… https://t.co/3W7cNB9Qgy",1
RT @PresidentVerde: https://t.co/eQtfT2GMBl https://t.co/PHSn5q7qAS,1
"RT @NHSMillion: Still think the privatisation of the NHS is a myth?

More than 20 contracts have been offered to private companies, despite…",1
RT @nakamura193: I want to see simply great games and games that gamers want to play be developed. I don’t understand budgets and politics.…,1
Lol. Former Trump employee poke fun at him https://t.co/lqiFbPAaTA,1
"RT @IvanLQF: Als jordis 9 anys, politics 10-13 https://t.co/8ulZtsJSO8",1
when music industry politics gets in ur way u just gotta be like this https://t.co/uUeITJy3cW,1
"RT @notcapnamerica: OMFG.

This is going to be a hot ass mess.

I need @KamalaHarris to drag him for FILTH!! https://t.co/Us8rreqgAj",1
Mitch revels in this. He enjoys playing politics and amassing power. The problem is that he has lost sight of why h… https://t.co/YZkegVmxVm,1
"RT @PrisonPlanet: Wrong.

Overthrowing Gadaffi was a stain on Obama's legacy.

Arming jihadists in Syria was a stain on Obama's legacy.

Fa…",1
RT @mattyglesias: This is a meaningless concept when we’re talking about a failing resort during the low season. https://t.co/Mfd3t686aI,1
RT @tokyoseijibu: 民主主義の根幹とも言える国会での審議が危機に陥るのではないか。そんな恐れすら感じさせる重大な問題です。東京新聞:国会質問　外部流出か　ネットで言及、野党反発　通告後:政治(TOKYO Web) https://t.co/d1rHu1pnqM,1
RT @Keir_Starmer: You only have to look at how Boris Johnson has treated the DUP to tell he cannot be trusted. He will turn his back on any…,1
"RT @ForOurFutureFL: Manufacturing is now officially in recession, despite Trump’s vow to boost industry. #TrumpSlump https://t.co/SR14uFi98d",1
"RT @Sime0nStylites: 9. This is grown-up politics. 

All MPs should vote for the Letwin amendment. 

/ends.",1
"RT @girlsreallyrule: His message to his European hosts was less friendly. At one dinner party, Mr. Sondland said his job was “to destroy th…",1
RT @NikkiHaley: Warren still won’t admit that she wants to raise your taxes. https://t.co/GSMkKdXZtV,1
RT @alibreland: I wrote about why Mark Zuckerberg’s speech yesterday wasn’t very good. I don’t understand why he expects anyone to believe…,1
"RT @Shaken0Stirred: ""If you want to destroy an organization, any organization, you destroy it from within, you destroy it from without and…",1
"RT @ArthurSchwartz: Hillary has lost what’s left of her feeble mind. 

Hillary Clinton suggests Putin has kompromat on Trump, Russians will…",1
"RT @JuliaDavisNews: Fact check: Trump parrots talking points from Putin, Erdogan on Syria

https://t.co/2ab6k3Brit",1
RT @Emma_Dumain: NEW: @realDonaldTrump will attend a 2020 candidate forum on criminal justice reform at an HBCU in South Carolina next week…,1
"RT @bykowicz: “Still unclear is why these men dropped $50,000 into DeSantis’ campaign account a day before he was endorsed by Trump.” https…",1
"RT @MontyBoa99: @bentaub91 We'd need corroboration, but this points to a pro-Kremlin conspiracy.

https://t.co/rKDmSd28cd",1
RT @MarkAmesExiled: “A career State Department official overseeing Ukraine policy told congressional investigators this week that he had ra…,1
https://t.co/gK73NSf3qj,1
"RT @UK_Optimist: You would say that wouldn't you?
Jacob it's time to grow a pair and put country before party.  Helping through the Boris d…",1
"RT @scontorno: BREAKING: We found more photos of Ron DeSantis on election night with the two arrested Giuliani associates. This time, they'…",1
"RT @RavMABAY: Nu? 

Yiddish was created for this moment in American politics: Trump and co are a bunch of ganifs &amp; schlimiels who make ever…",1
"The TRUTH matters!

Trump falsely claims Texas 'made a fortune' on Hurricane Harvey, makes at least 25 other false… https://t.co/IIgaEtxdz5",1
#fuerajoh,1
"Клинтон заявила, что у России есть фаворитка на пост президента США https://t.co/LVz34hmdVL с помощью @gazetaru Ста… https://t.co/1lAS0BeJqe",1
"RT @BrugesGroup: And Bill Clinton was adamant that he ""did not have sexual relations with that woman""... https://t.co/zotVTKug6d",1
"I love Kamala. But she can't beat Trump. Only @JoeBiden can, and @realDonaldTrump knows that.",1
"RT @Spoonhead8: ""It was a bright cold day in April, and the clocks were striking thirteen."" https://t.co/nWWz6esw3M https://t.co/UFDhlH3xwt",1
"RT @DonaldJTrumpJr: Interesting, and of course not surprising! 

Diplomat tells investigators he raised alarms in 2015 about Hunter Biden’s…",1
RT @AlexandraChalup: Florida Governor Ron DeSantis seems close with Giuliani’s indicted foreign colleagues who are in the center of the imp…,1
RT @DavidCornDC: .@senatemajldr says the Senate would have to hold a trial if the House impeaches @realDonaldTrump. But McConnell could use…,1
RT @kylegriffin1: Clinton suggested the Russians are leveraging a number of top U.S. politicians. She suggested Russia had kompromat on Tru…,1
RT @moderatemama: WHY are @TexasGOP leaders attacking Texas cities? I mean - why would Texans attack Texans?  Just pathetic.  #txlege In th…,1
Trump-Hating Open Borders Advocate Killed by Criminal Illegal Alien (VIDEO) https://t.co/9gU2fdZUAL,1
@ediddy416 @Beaglepapa71 @NoLore @TheRealKeean Coming from the buddy who is honest that “he doesn’t know a whole lo… https://t.co/cZ0apK61OI,1
"Another #AsianCentury prediction.  Much skepticism is warranted, however, as long as so many of the region's econom… https://t.co/m3oHKk8Ppr",1
"RT @NHSMillion: Still think the privatisation of the NHS is a myth?

More than 20 contracts have been offered to private companies, despite…",1
"RT @minhtngo: Hillary Clinton suggests Russia might back Tulsi as 3rd party candidate à la Jill Stein

""They've got their eye on somebody w…",1
"RT @DavidCornDC: Look who's working at Bill Barr's Department of Justice!

https://t.co/no9qxEFbPA",1
"RT @AbdulBillowAli: Politics aside, restoration of historic monuments and major landmarks is equally important. Anyone born during or after…",1
"RT @carmindabrendel: THE SIGNATURES 

DON’T MATCH 

https://t.co/97OUVPi3d2",1
And millions more of taxpayer dollars getting the resort up to snuff for such an event...,1
RT @MrJonCryer: He went down swinging.  https://t.co/6vlEQxt6pH,1
RT @NancySinatra: Please read if you have a few minutes. This is important. https://t.co/uJakwX29JA,1
"RT @john_sipher: Upon taking office, new NATO Secretary General Rasmussen met Putin and stated his goal was to increase cooperation with Ru…",1
RT @Keir_Starmer: You only have to look at how Boris Johnson has treated the DUP to tell he cannot be trusted. He will turn his back on any…,1
"Alternate headline: Why multiple people should not have access to your Twitter account. 
https://t.co/ou3sXgSj2E… https://t.co/VZ7IFZbguw",1
"RT @HBaumannLiv: Another good primer on Lebanese protests: ""to understand this sudden momentum against the establishment, it's worth reflec…",1
RT @pankaj_mishra23: This Congress stooge and confused aatma @SidrahDP is so obsessed with Arvind Kejriwal and AAP that after being caught…,1
💕💕💕,1
RT @RikaSukenik: Great presentation yesterday at the @SFCryptoProduct meetup. @AaronSoskin talked about mechanism design &amp; how @GovrnHQ is…,1
RT @davidfrum: Doesn’t the “host” pay costs for the “guests”? Trump’s not “hosting.” He’s collecting. Better headline: “US To Pay Trump Res…,1
"RT @perlmutations: When guys like this guy, who’ve spent their whole lives quietly devoted to our highest ideals, never seeking recognition…",1
"RT @PeterStefanovi2: Man sacked twice for lying, who misled the Queen &amp; unlawfully suspended Parliament asks us to believe him when he says…",1
"RT @rashadrobinson: No child should be sentenced to die in prison - and such sentences, needless to say, are disproportionately given to Bl…",1
"RT @neal_katyal: This is the textbook definition of an impeachable offense, and the White House Chief of Staff has just admitted it. https:…",1
"RT @JuliaDavisNews: Fact check: Trump parrots talking points from Putin, Erdogan on Syria

https://t.co/2ab6k3Brit",1
"RT @WomaninHavana: Watching Britain from outside this week, it is striking again how so much media coverage of this “deal” is all about the…",1
"RT @DonaldJTrumpJr: Interesting, and of course not surprising! 

Diplomat tells investigators he raised alarms in 2015 about Hunter Biden’s…",1
"RT @joncoopertweets: “At one dinner party, Mr. Sondland said his job was 'to destroy the European Union,' one senior European official said…",1
At this point I’m as pissed as Hak tbh 🤬 damn politics  #akatsukinoyona181 https://t.co/uBw6CD9266,1
RT @jbarro: “Cost” doesn’t mean anything when your property has fixed costs that you can allocate as you see fit across variable revenues.…,1
"@RiggAtAltitude I might not agree with your politics, but at least you’re participating in our democracy.",1
"This is how we all feel about the current politics.
Art by @chrisriddell50 https://t.co/nCnDcSgKGC",1
"RT @JuliaDavisNews: Fact check: Trump parrots talking points from Putin, Erdogan on Syria

https://t.co/2ab6k3Brit",1
RT @mjs_DC: Spoiler: The five conservative justices are going to rule that the president has constitutional authority to fire the CFPB dire…,1
"RT @jdawsey1: For Trump, the potential benefits of awarding himself the summit go beyond the payments. International media exposure comes w…",1
RT @SafetyPinDaily: Evidence in case against Giuliani's South Florida associates includes 50 bank accounts | Via Miami Herald https://t.co/…,1
"RT @MattWolking: NEWS: Trump to attend 2020 candidate forum at historically black South Carolina college
https://t.co/UjZn4pCo4Z",1
"RT @familyman20181: There is a separate internet being created!

There is a separate internet being created!

There is a separate internet…",1
"RT @PrisonPlanet: Wrong.

Overthrowing Gadaffi was a stain on Obama's legacy.

Arming jihadists in Syria was a stain on Obama's legacy.

Fa…",1
"RT @merica: Hillary Clinton appears to suggest Russians are 'grooming' Tulsi Gabbard for third-party run.

Clinton spox @NickMerrill, when…",1
"RT @LincolnsBible: Zuckerberg is a total fraud.
Here’s a history:
1. He hacked into Harvard’s internal network &amp; made the first incel “app”…",1
RT @lovetogive2: “each new witness and detail seems to reveal a common thread: ‘You’ve got Trump clearly involved.’” https://t.co/FflFSkXML…,1
RT @hollowsceneexit: Hillary Clinton is the most toxic person in politics and beyond. I think she is responsible for every evil shit that h…,1
"RT @qjF3MojNPdicefZ: 高市総務相が靖国神社参拝　衛藤沖北相に続き２人目 

どんどん行け‼️
我が国の為に命を掛けた
英霊に感謝しろ‼️

靖國には朝鮮の方もいる
皆、一緒に戦った。

当時、日本人、朝鮮人、台湾人は奴等と戦い、原爆を落とされた。
この事実に…",1
RT @Jen4TruroAndFal: Just a little reminder: Swinson could have stopped this if her ego hadn’t got in the way. Remember this if the deal pa…,1
RT @joswinson: The ERG think that this deal is a route to crashing out with no-deal further down the line. Voting for it tomorrow could del…,1
RT @Keir_Starmer: You only have to look at how Boris Johnson has treated the DUP to tell he cannot be trusted. He will turn his back on any…,1
"RT @DrFrancesRyan: No matter where you stand on Brexit, honestly embarrassing for Onn to describe Labour MPs voting for Johnson’s deal as “…",1
RT @Keir_Starmer: You only have to look at how Boris Johnson has treated the DUP to tell he cannot be trusted. He will turn his back on any…,1
"RT @SKYRIDER4538: “The tragedy of life is not found in failure but complacency”. 

This applies to everything in your life. You job, your g…",1
RT @nakamura193: I want to see simply great games and games that gamers want to play be developed. I don’t understand budgets and politics.…,1
@tulsigabbard your Tweet was quoted in an article by @ABC  https://t.co/aUAIqTqNGq,1
"RT @Susan_Hennessey: The entire premise of ""at cost"" being distinct from ""profits"" has been an absurd fiction since the very first day Trum…",1
"RT @Fahrenthold: NEW: White House says @realdonaldtrump will only charge “at cost” to host the G-7 summit at his resort, but provides no de…",1
@LRCo6468 https://t.co/HcQMvDws0L,1
"RT @Fahrenthold: I just talked to the mayor of Doral — who now needs to plan to host 8 world leaders and thousands of diplomats.
He learned…",1
RT @RepJohnRose: We must pass the #USMCA in order to put our farmers back on the path of success with the opportunity to create and sustain…,1
"RT @john_sipher: Upon taking office, new NATO Secretary General Rasmussen met Putin and stated his goal was to increase cooperation with Ru…",1
"RT @KevinCate: 🚨 “This begs further inquiry.” 🚨

""Ukrainian businessmen don’t give [Ron DeSantis] $50,000 because they support his Everglad…",1
RT @pandaluver365: @AndrewGillum won fair &amp; square. Will always believe it.  Crybaby is illegitimate just like putins puppet. https://t.co/…,1
RT @File411: @USCISCuccinelli I don’t know why but I am not surprised - if you notice the signatory on the 2 subpoenas upthread - look at t…,1
Impeachment inquiry shows #Trump at the center of Ukraine efforts against rivals https://t.co/grGLmswVuA,1
"RT @bykowicz: “Still unclear is why these men dropped $50,000 into DeSantis’ campaign account a day before he was endorsed by Trump.” https…",1
"RT @JuliaDavisNews: Fact check: Trump parrots talking points from Putin, Erdogan on Syria

https://t.co/2ab6k3Brit",1
"RT @scontorno: BREAKING: We found more photos of Ron DeSantis on election night with the two arrested Giuliani associates. This time, they'…",1
"RT @jdawsey1: For Trump, the potential benefits of awarding himself the summit go beyond the payments. International media exposure comes w…",1
"RT @scontorno: BREAKING: We found more photos of Ron DeSantis on election night with the two arrested Giuliani associates. This time, they'…",1
"RT @brookefoxnews: NEW: Kent testified that he had repeatedly raised concerns with the Obama admin about #Burisma, specifically providing a…",1
"RT @Fahrenthold: NEW: White House says @realdonaldtrump will only charge “at cost” to host the G-7 summit at his resort, but provides no de…",1
"RT @BDSixsmith: Actually, it's still Blair.
https://t.co/vYBD7AjOlO",1
Why is the Letwin amendment significant? https://t.co/RYGavpjmbs via @BBCNews,1
The committee claims democracy is under threat because of rise in abuse of MPs including regular death and rape thr… https://t.co/bw4Wdi2j3y,1
"RT @DavidCornDC: Look who's working at Bill Barr's Department of Justice!

https://t.co/no9qxEFbPA",1
@realDonaldTrump 😂😂😂James Mattis mocks Trump's bone spurs https://t.co/tkZHj6f6sV,1
"Hillary Clinton suggests Russians grooming Tulsi Gabbard for 2020, they had Stein and Trump for 2016

https://t.co/Z75zBM6q1j",1
"Angered by the proceedings, unencumbered by aides willing to question his judgment, and more and more isolated in t… https://t.co/Pan1OsFjfm",1
"RT @eliehonig: Well this is good news for Pompeo because, according to AG Barr, a person cannot have criminal intent if he feels ""frustrate…",1
@realDonaldTrump,1
"RT @OmplimBrux: Aquestes són les condicions:

1. Llibertat de tots els presos politics 
2. Referèndum d’autodeterminació
3. Fora les forces…",1
"RT @JoeFreedomLove: Facing public outrage, Hong Kong police are looking to retire in mainland China #SmartNews  https://t.co/X74PWlBviA",1
"RT @ScottNevins: People didn’t see it with Jill Stein, and now they won’t see it with Tulsi. #OpenYourEyesAndEars  https://t.co/NpvcvQVOkr",1
RT @silentrunning12: In 1835 General Santa Anna’s army marched into the Texas town of Gonzales and ordered Texans to surrender their small…,1
"RT @scontorno: BREAKING: We found more photos of Ron DeSantis on election night with the two arrested Giuliani associates. This time, they'…",1
"RT @bykowicz: “Still unclear is why these men dropped $50,000 into DeSantis’ campaign account a day before he was endorsed by Trump.” https…",1
"Καλά Ρε καθυστερημένο Ποιος YouTube εικόνας Αφού ο Κούλης δήλωσε ότι ένα μήνα μετά τις εκλογές θα τον εξαφανίσει.
Γ… https://t.co/IUzIHh0QxZ",1
RT @LincolnsBible: What Bill “I bathe in RW conspiracies and stuff my pockets with foreign cash” Barr and donald are doing to the DOJ is an…,1
RT @alexwickham: This tweet is spreading like wildfire on Tory MP Whatsapp groups tonight https://t.co/0UeVEUw1N3,1
"That's the norm for limo liberals, and not suitable for CBC. 
#cdnpoli 
Why haven't any of the hundreds of journali… https://t.co/6wsTna6a1c",1
"RT @Tinktweets45: Ret. General Paul Vallely Confirms Existence of ""Q"" in Interview! - Patriots' Soapbox 24/7 News Network

Q confirmation…",1
"RT @kristinnw: That seems like a lot of heavy lifting for an ambassador to the EU but, again, not a foreign policy expert https://t.co/lcs1…",1
"RT @MichelleDewbs: At a time when trust in politicians has rarely been lower &amp; public  disillusionment of politics rarely higher, an MP tho…",1
At Cost means he'll triple the prices before the summit!,1
"RT @NHSMillion: Still think the privatisation of the NHS is a myth?

More than 20 contracts have been offered to private companies, despite…",1
"RT @Helenhs: Admiral McRaven:

If you want to destroy an organization, you do it from w/in, &amp; from w/out, &amp; then convince everyone you're d…",1
"RT @imillhiser: U
N
I
T
A
R
Y

E
X
E
C
U
This will 
I
V
End badly

https://t.co/DlU2gBrxGs",1
"RT @JuliaDavisNews: Fact check: Trump parrots talking points from Putin, Erdogan on Syria

https://t.co/2ab6k3Brit",1
@HadleyFreeman And the best part is that it will continue dominating British and Irish politics for at least another decade.,1
@Super70sSports @Nobby7694 Best thread I have seen in a long time.  Sure beats twitter politics!  #1adam12,1
"RT @LincolnsBible: Zuckerberg is a total fraud.
Here’s a history:
1. He hacked into Harvard’s internal network &amp; made the first incel “app”…",1
"RT @SuckerCarlson: TREY GOWDY: ""I will not be dragged into the muggles' affairs again. I have no care for their emails, Benghazis and least…",1
"RT @meghdootindia: Fearing #AzadiMarch27October Success,  Pak Army has ordered all catering ,Food Stalls , Temporary Tents and Toilets to r…",1
The Supreme Court will decide if Trump can fire the CFPB director. The implications are enormous. https://t.co/qYtjOV5A7m via @voxdotcom,1
We love you President Donald Trump.,1
RT @Keir_Starmer: You only have to look at how Boris Johnson has treated the DUP to tell he cannot be trusted. He will turn his back on any…,1
One with a brain cell?,1
"RT @mjs_DC: Trump's decision to hold the G-7 summit at his Doral resort is brazenly corrupt, illicit graft. It's an impeachable offense on…",1
"RT @bykowicz: “Still unclear is why these men dropped $50,000 into DeSantis’ campaign account a day before he was endorsed by Trump.” https…",1
"Fact check: Trump parrots talking points from Putin, Erdogan on Syria (CNN)

https://t.co/XL1Sg4MJ0Z
https://t.co/pzjnfRomBq",1
RT @DavidCornDC: I'm re-upping a piece I wrote explaining just how crazy the DNC server conspiracy theory at the heart of the Trump-Ukraine…,1
RT @thebiasbitch: White people have the luxury to not care about politics because they don’t HAVE to.  It’s more than a disagreement when t…,1
RT @DavidWaddell5: Benedict Arnold Mitt Romney claims he’s ‘Not’ Leading a Never Trump Coup —- I don’t believe this carpetbagger! He loves…,1
"'Entirely untrue': #Trudeau pushes back at #ScheerAmericanLiars claim that he would hike GST, cut transfers
https://t.co/Zww9rG8BdR",1
RT @BrunoAmato_1: Since cowards like General Mattis won't call Trump a traitor.  Admiral McRaven will. Thank you Sir.  #RealPatriot https:/…,1
"RT @jdawsey1: For Trump, the potential benefits of awarding himself the summit go beyond the payments. International media exposure comes w…",1
RT @joshscampbell: 🔥 Secretary Clinton “suggested Russia had kompromat on Trump. She accused 2016 Green Party nominee Jill Stein of being a…,1
"RT @MichellesDude: Resign, criminal @RonDeSantisFL @GovRonDeSantis    

You’re a lying disgrace. https://t.co/Th8ETlEade",1
RT @kylegriffin1: Clinton suggested the Russians are leveraging a number of top U.S. politicians. She suggested Russia had kompromat on Tru…,1
"RT @JerusalemVow: REMINDER 2015

16 times #Obama said there would be no boots on the ground in #Syrian

https://t.co/R5UjjSC7DE",1
"RT @scontorno: BREAKING: We found more photos of Ron DeSantis on election night with the two arrested Giuliani associates. This time, they'…",1
"RT @AppropsDems: Now seems like a good time to remind @MickMulvaneyOMB &amp; @POTUS that the House has voted 

~ MULTIPLE TIMES ~

to block any…",1
"RT @joshscampbell: 2014 photo of Trump and indicted Giuliani associate took place at Ivanka Trump hosted fashion show

—via @KFILE 

https:…",1
"RT @ArtonFurniture: @ConradMBlack says: Trudeau has failed. Voters should toss him out! This government has such a weak record, it has trie…",1
May's deal 40 horrors still in the WA including the Blair pension and criminal charge waiver. [He needs to be charg… https://t.co/f6ObUFPASm,1
RT @tribelaw: The centerpiece of Trump’s impeachable abuse of power is turning out to be not one phone call with Ukraine’s leader but a spr…,1
RT @VancouverSun: Andrew Coyne: 'There'll be hell to pay' if a coalition government cancels TMX pipeline https://t.co/NJNs5seCju https://t.…,1
"RT @ForOurFutureFL: Manufacturing is now officially in recession, despite Trump’s vow to boost industry. #TrumpSlump https://t.co/SR14uFi98d",1
Esto es grave. Un agregado diplomático en Ucrania trato de expresar sus dudas sobre el trabajo del hijo de Biden en… https://t.co/ZTZOxGP3RO,1
"RT @john_sipher: Upon taking office, new NATO Secretary General Rasmussen met Putin and stated his goal was to increase cooperation with Ru…",1
"RT @Kathimerini_Cy: #PoliticsBlog  Το απευθείας εμπόριο με τα κατεχόμενα, η... επιτυχία και το tragic https://t.co/qbkup471I7",1
"RT @JerusalemVow: REMINDER 2015

16 times #Obama said there would be no boots on the ground in #Syrian

https://t.co/R5UjjSC7DE",1
Joining @KenWebsterJrSho shortly in Houston on @KPRCradio to talk Texas politics. Listen live: https://t.co/X2ts4siwLp #TxLege,1
RT @MarkAmesExiled: “A career State Department official overseeing Ukraine policy told congressional investigators this week that he had ra…,1
"RT @PrisonPlanet: Wrong.

Overthrowing Gadaffi was a stain on Obama's legacy.

Arming jihadists in Syria was a stain on Obama's legacy.

Fa…",1
"RT @Ja1Ke3: Don’t allow yourself to be manipulated by identity politics. Get the facts and be a critical thinker.

 https://t.co/rF0xD6kFYb",1
RT @realWarrenLyle: @ksieff @Enrique_Acevedo Remarkable that nobody mentions the the fact that the US government has done nothing to contro…,1
RT @brianschatz: I don’t know much about politics but I guess I thought freeing ISIS fighters would be disqualifying for a candidate.,1
"RT @DonaldJTrumpJr: Interesting, and of course not surprising! 

Diplomat tells investigators he raised alarms in 2015 about Hunter Biden’s…",1
"RT @tylerwhat16: In 2017 Lisa Raitt voted against a motion condemning Islamophobia. She said it ""is focused on a controversial term — Islam…",1
RT @DavidAFrench: Mitt is on a roll: https://t.co/uxiNN3hZBw,1
"NANCY KILLOSI, THE BABY BUTCHER OF KILL--A-FORNIA.
MARGRET SANGER IS ALIVE THRU THE KELLOSI GENOCIDAL KILLINGS SPRE… https://t.co/l9cpOWlRNq",1
"RT @AngrierWHStaff: Sooo...

She told the truth. Good for her https://t.co/Jwn12ecyZT",1
RT @natnewswatch: Scheer's arguments about minority governments are missing a few key facts | CBC News https://t.co/LaZbKQMbjH,1
"RT @Sankei_news: 【「八ツ場」に野党ピリピリ】
政権時代に「無駄な公共事業」として建設凍結に動いた八ツ場ダム。台風１９号で一定の治水効果を発揮したとされるが、かつての当事者から「反省」の言葉は聞こえず批判に反論する発言が目立ちます。
https://t.co/H…",1
"RT @Seamuskitty: REMARKABLE comments from Hillary Clinton!

Hillary Clinton suggests Putin has kompromat on Trump, Russia will back Tulsi G…",1
"RT @swati_gs: If you believe writers in the 90s fanned passions, they are doing no different today. They talk of Tabrez Ansari and ignore B…",1
RT @davidfrum: Doesn’t the “host” pay costs for the “guests”? Trump’s not “hosting.” He’s collecting. Better headline: “US To Pay Trump Res…,1
இந்த ஜெயேஷ் ஷா அமித் ஷா மகன் இல்ல போல..😂,1
RT @Keir_Starmer: You only have to look at how Boris Johnson has treated the DUP to tell he cannot be trusted. He will turn his back on any…,1
"RT @celtjules66: NHS privatisation exposed: Scale of treatment for paying patients at NHS hospitals revealed | The Independent
Before the 2…",1
"RT @Geddes28: One thing about the prospect of minority government, it gets you thinking about how our parliamentary system actually works.…",1
"RT @joshscampbell: 2014 photo of Trump and indicted Giuliani associate took place at Ivanka Trump hosted fashion show

—via @KFILE 

https:…",1
"RT @scontorno: BREAKING: We found more photos of Ron DeSantis on election night with the two arrested Giuliani associates. This time, they'…",1
RT @MyLittleVoice3: เอาเว้ยยยยย กรรมาธิการ​ความมั่นคงแห่งรัฐ ประธานกรรมาธิการ​คือ พลโท พงศกร รอดชมภู พรรค #อนาคตใหม่ https://t.co/xyMUhNi5vW,1
'We have elected to put our money and faith in a mathematical framework that is free of politics and human error.'… https://t.co/slyoS9fvIg,1
"RT @bentaub91: ""At one dinner party, Mr. Sondland said his job was 'to destroy the European Union,' one senior European official said."" htt…",1
"RT @EpochTimes: “You know what the difference between the Bidens and us are?”

After facing criticism from #HunterBiden, @DonaldJTrumpJr re…",1
Ron DeSantis downplayed ties to Giuliani associates. Then we found them hugging. #Ukraine  https://t.co/cGL0uhGQfW,1
RT @isaifpatel: There’s nothing honorable about this PM. You’re an elite who lives in high towers so obviously the screams of Muslim women…,1
"RT @tara_mulholland: If you were David Cameron

why
would
you
bring
up 
pigs
unprompted
ever https://t.co/icp7rF9UUZ",1
"RT @LorneNystrom: Canadians should see Cons Andrew Scheer for what he is, a serial liar!  
There is no place in Canada for Trump-style poli…",1
"RT @LebPoliticsPod: While you wait for us, Nizar's take 👇 https://t.co/7mJoyXeUjc",1
"the world began failing the day we allowed women in  politics ,families began failing when women went into the job… https://t.co/qv3baNGSFU",1
"RT @tiniebeany: Why is it always the white guy that's doing the lying,stealing,raping and abusing that feels like he is the victim? I mean…",1
RT @joswinson: The ERG think that this deal is a route to crashing out with no-deal further down the line. Voting for it tomorrow could del…,1
"RT @bykowicz: “Still unclear is why these men dropped $50,000 into DeSantis’ campaign account a day before he was endorsed by Trump.” https…",1
@mikaiyl @AmirAminiMD Even as a failure of a candidate she still wields immense power in politics and to ignore thi… https://t.co/2MKbFhNWhz,1
RT @DDonsmith007: State Department official told Congress he raised concerns about Hunter Biden's Ukraine dealings in 2015 but was ignored…,1
