holly knight	american	none	F	Holly Knight is an American songwriter, musician and singer. She was a member of the 1980s pop rock groups Spider and Device, and wrote or co-wrote several hit singles for other artists, such as "Rag ... Wikipedia
henry hall (american revolution)	american	none	F	From Wikipedia, the free encyclopedia. Captain Henry Hall was an American from Dennis, Massachusetts who fought in the American Revolutionary War, who later was the first to successfully cultivate cranberries.
fuddruckers	american	none	F	Fuddruckers is an American fast casual, franchised restaurant chain that specializes in hamburgers. The Fuddruckers concept is to offer large hamburgers in which the meat is ground on-site and buns are baked on the premises. Wikipedia
blood and honor: youth under hitler	american	none	F	7.2/10 · IMDb Blood and Honor: Youth Under Hitler, 1982 is a German/American made for TV mini-series which was a co-production between Daniel Wilson Productions and S.W.F and Taurus-Film GmbH. The original screenplay was by Helmut Kissel and was partly based on... Wikipedia
bobby keyes (gridiron football)	american	none	F	Bobby Keyes is a professional American, Canadian defensive back who most recently played for the Edmonton Eskimos of the Canadian Football League. He played college football for the UAB Blazers where he was twice most valuable defensive back as... Wikipedia
mary nimmo moran	american	none	F	Mary Nimmo Moran was an American 19th-century landscape printmaker, specializing in etchings. She completed roughly 70 landscape etchings, which included scenes of England and Scotland, as well as Long Island, New Jersey, Florida and Pennsylvania.... Wikipedia
nobby wirkowski	american	none	F	Norbert "Nobby" Wirkowski was an American and Canadian football player and coach. He is best known as quarterback of the Toronto Argonauts. The touchdown he engineered in the 1952 Grey Cup turned out to be the last offensive touchdown by the... Wikipedia
jetset getset	american	none	F	Jetset Getset is an American, teenage country pop musical group based in Dearborn County, Indiana. The group has released two albums: the independently produced "JetSetGetSet" and "Saturday Night". In 2013, Jetset Getset was named one of the... Wikipedia
date my ex: jo & slade	american	none	F	1.9/10 · IMDb 3.9/10 · TV.com An American dating show that answers the question, Can ex-lovers be friends?
history of the japanese in los angeles	american	none	F	From 1869-1910 Los Angeles became a prime location for Japanese immigrants to settle down. ... After the 1906 earthquake in Northern California, around 2,000-3,000 Japanese immigrants moved to Los Angeles and created areas like Little Tokyo on East Alameda.
anne brooks	american	none	F	Anne Brooks D.O.   (born 1938) is an American Roman Catholic religious sister and osteopathic physician who is CEO of Tutwiler Clinic, a non-profit entity located in Tutwiler, Tallahatchie County in the Mississippi Delta. Early years · Medical school · Tutwiler Clinic
mike pratt (basketball)	american	none	F	Michael P. Pratt is an American retired basketball player and coach. He was a 6'4", 195 lb guard. Born in Dayton, Ohio, Pratt attended Meadowdale High School, graduating in 1966. Wikipedia
richard and maurice mcdonald	american	none	F	Richard James and Maurice James McDonald were American siblings who founded the McDonald's restaurant in San Bernardino, California, and inventors of the "Speedee Service System," now commonly known as "fast food". Wikipedia
santa rosa medical center	american	none	F	Santa Rosa Medical Center or SRMC is an American 129-bed general hospital located in the small Florida city of Milton. SRMC is the primary provider of hospital-based healthcare services and emergency medicine in Santa Rosa County, Florida. The main hospital campus is located at 6002 Berryhill Road, Milton, FL 32570.
ervin johnson	american	none	F	Ervin Johnson is an American retired professional basketball center who played in the National Basketball Association from 1993 to 2006. He currently resides in Colorado as a community ambassador for the Denver Nuggets. He currently coaches the... Wikipedia
mike daggett	american	none	F	Mike Daggett, original Shoshoni name Ondongarte, was a Shoshone man who is best known for his involvement in the Battle of Kelley Creek, during which he was killed with several members of his family. Wikipedia
khalid yasin	american	none	F	Khalid Yasin, born in 1946, is an American convert from Christianity to Islam who lives in Manchester, England and lectures in the United Kingdom and other parts of the world. Wikipedia
marsha p. johnson	american	none	F	Marsha P. Johnson was an American gay liberation activist and self-identified drag queen. Known as an outspoken advocate for gay rights, Johnson was one of the prominent figures in the Stonewall uprising of 1969. Wikipedia
hollywood treasure	american	none	F	7.7/10 · IMDb 62% · TV Guide 8/10 · TV.com Joe Maddalena owns Profiles in History, the world's largest auctioneer of movie, television and pop culture artifacts. To find the very best items, Joe and his crew scour the globe, hunting for the original car from "Chitty Chitty Bang Bang" or...
ayoub qanir	american	none	F	Ayoub Qanir is an American film director, writer and designer best known for his award winning experimental film series Human After All, featuring French music duo Daft Punk. Wikipedia
thurl bailey	american	none	F	Thurl Lee Bailey is an American retired professional basketball player whose NBA career spanned from 1983 to 1999 with the Utah Jazz and the Minnesota Timberwolves. Wikipedia
billy keller	american	none	F	William Curry "Billy" Keller is an American retired professional basketball player. Wikipedia
lev shekhtman	american	none	F	Lev Shulimovich Shekhtman is a Russian-American theatre director and actor. Wikipedia
the lion king ii: simba's pride	american	none	F	62% · Rotten Tomatoes Simba's relationship with his daughter Kiara is put to the test when she escapes Timon and Pumba's care, ventures into the forbidden lands and befriends Kovu, the son of a banished follower of Scar.
titus ryan	american	none	F	Titus LeMoyne Ryan is a former professional American and Canadian football wide receiver. He was signed by the Kansas City Chiefs as an undrafted free agent in 2007. He played college football at Concordia College, Selma. Wikipedia
list of south park characters	american	none	F	8.7/10 · IMDb 81% · Rotten Tomatoes 9/10 · TV.com Four young, schoolgoing boys, Stan Marsh, Kyle Broflovski, Eric Cartman and Kenny McCormick, who live in South Park set out on various adventures.
the collins kids	american	none	F	The Collins Kids were an American rockabilly duo featuring Lawrencine "Lorrie" Collins and her younger brother Lawrence "Larry" Collins. Wikipedia
take me out (u.s. game show)	american	none	F	Take Me Out is an American dating game show that was broadcast on Fox. It was based on the British show of the same name, which in turn was based on the ...  Related shows: Taken Out (Australia); Take Me Out (UK) No. of seasons: 1 No. of episodes: 8 Original release: June 7 –; July 26, 2012
nathan bauman	american	none	F	I set out with my first camera on the Appalachian Trail back in 2016 during the cold, wet month of March. I spent nearly the entirety of that year with a camera in  ...
the naked genius	american	none	F	The Naked Genius is a 1943 American play written by Gypsy Rose Lee, produced by Mike Todd and starring Joan Blondell as Honey Bee Carroll. The play was performed 36 times between 21 October and 20 November in 1943 at the Plymouth Theatre. Fox... Wikipedia
lada engchawadechasilp	american	none	F	Lada Engchawadechasilp is a Thai American who won the Miss Thailand World pageant in 2001. Born in Los Angeles, California, she represented Thailand in the Miss World 2001 pageant, where she was named Miss Photogenic. She is a graduate of UCLA. Wikipedia
kay dalton	american	none	F	Orris Kay Dalton is an American former gridiron football coach. He served as the head football coach at Western State College of Colorado—now known as Western Colorado University—from 1961 to 1965 and Northern Colorado University from 2000 to... Wikipedia
realogy	american	none	F	Realogy Holdings Corp. (NYSE: RLGY) is the leading and most integrated provider of residential real estate services in the U.S. that is focused on empowering ...AboutJoin Our BrandsContact UsLeadershipNewsOur Businesses
photography in luxembourg	american	none	F	Photography in Luxembourg. Pierre Brandebourg: Brewery in Clausen, Luxembourg (c. 1865) Charles Bernhoeft: Pfaffenthal, Luxembourg (c. 1904) Early photograph of the Bock fortifications (c. An early Photochrom colorized image of Luxembourg, author unknown (c. Photothèque de la Ville de Luxembourg in the Cloche d'Or ... Early contributions · A dedicated amateur · Contemporary ...
ed broxterman	american	none	F	Edward "Ed" Broxterman is an American retired high jumper. He competed at the 1996 Olympic Games without reaching the final. His personal best jump is 2.30 metres, achieved in June 1996 in Atlanta. He is currently working for Westar Energy in... Wikipedia
sam warburg	american	none	F	Sam Warburg is an American retired tennis player. Wikipedia
charles h. yale	american	none	F	Charles H. Yale was an American theatre producer and performer. Early in his career he worked for the Boylston Museum in Boston, Massachusetts. In 1897 he formed a partnership in New York with David Henderson and W.J. Gilmore to produce... Wikipedia
george milo	american	none	F	George Milo (December 12, 1909 – August 19, 1984) was an American set decorator. He was nominated for three Academy Awards in the category Best Art  ...
brian sweeney	american	none	F	Brian Edward Sweeney is an American former professional baseball pitcher who is currently the bullpen coach for the Cleveland Indians of Major League Baseball. He played in MLB for the Seattle Mariners and San Diego Padres and in Nippon... Wikipedia
new york stem cell foundation	american	none	F	A non-profit conducting the most advanced stem cell research internally and in collaboration with major research & leading academic institutions worldwide.The NYSCF ConferenceResearch InstituteCareers at NYSCFAboutContact NYSCFNYSCF Investigator Program
the class of 98	american	none	F	The Class of 98 is an American formerly rock band from Nashville, Tennessee. Wikipedia
spider-man (1967 tv series)	american	none	F	7.4/10 · IMDb 7.7/10 · TV.com Spider-Man is an animated television series in the superhero fiction genre. It was the original animated TV series based on the Spider-Man comic book series created by writer Stan Lee and by artist Steve Ditko, and was jointly produced in Canada... Wikipedia
the legend of korra	american	none	F	8.5/10 · IMDb 93% · Rotten Tomatoes 8.2/10 · TV.com Avatar Korra has been given the responsibility to safeguard Republic City and fight against evil using her special powers of controlling the elements of nature.
chresta	american	none	F	Characters of Three New Species of CHRESTA; with Remarks on the identity of PycNoceph ALUM and CHRESTA. By GeoRGE GARDNER, Esq., F.L.S. (With ...
ben 10 (tv series)	american	none	F	7.1/10 · IMDb Ten-year-old Ben Tennyson discovers a mysterious device named the Omnitrix on a family vacation. The device allows him to transform into 10 different alien forms replete with unique superpowers.
world of tomorrow (film)	american	none	F	World of Tomorrow is a 2015 American animated science fiction short film written, directed, produced, animated, and edited by Don Hertzfeldt. It features the voice of Julia Pott, opposite Hertzfeldt's four-year-old niece Winona Mae, who was recorded while drawing and playing. Plot · Development · Release and reception · Accolades  Directed by: Don Hertzfeldt Produced by: Don Hertzfeldt Release date: March 31, 2015 Starring: Winona Mae; Julia Pott
mike potekhen	american	none	F	Michael Potekhen is an American racing driver from Silverthorne, Colorado who c After starting in karts, Potekhen began racing in the Star Mazda West Series and Formula Vauxhall Winter Series in 1997. He competed in Star Mazda West until 2001 when... Wikipedia
tea for two hundred	american	none	F	7.3/10 · IMDb Tea for Two Hundred is a 1948 American animated short film directed by Jack Hannah. Part of the Donald Duck film series, the film was produced in Technicolor by Walt Disney Productions and released to theaters by RKO Radio Pictures on December 24,... Wikipedia
hess corporation	american	none	F	Hess Corporation is an American global independent energy company engaged in the exploration and production of crude oil and natural gas. It was formed by the merger of Hess Oil and Chemical and Amerada Petroleum in 1968 led by Leon Hess. In 1995... Wikipedia
anthony peeler	american	none	F	Anthony Eugene Peeler is an American retired professional basketball player, having played for a number of NBA teams from 1992 to 2005. He later became an assistant coach at NCAA Division II Virginia Union University. Wikipedia
jada fire	american	none	F	Jada Fire is an American retired pornographic actress. On February 2, 2012 she announced that she was retiring from pornography. In 2008, she played the role of Condi in the Hustler production Who's Nailin' Paylin?. Wikipedia
fernando figueredo	american	none	F	Fernando Figueredo was the first Cuban-American to serve in the Florida State Legislature. He represented Monroe County in 1885. He also had many other ...
kreider-reisner	american	none	F	The Kreider-Reisner Aircraft Company was an American flying service and aircraft manufacturer from 1923 to 1929. Wikipedia
bob frey	american	none	F	Robert C. Frey is a former American racing driver from Elyria, Ohio. He was a notable sprint car driver who won some of the country's most prestigious races when he attempted to try his hand at CART Championship Car racing in 1980. Wikipedia
lisa ortiz	american	none	F	Lisa Ortiz is an American voice actress and voice director, best known for her roles in English anime adaptations, such as Lina Inverse in Slayers and Amy Rose in Sonic X. Wikipedia
charles wilcoxon	american	none	F	Charles "Charley" Wilcoxon was an American drum teacher and drum method book author. He wrote several influential books on rudimental drumming that are still used by drum teachers today. He is a member of the Percussive Arts Society Hall of Fame. Wikipedia
penn masala	american	none	F	Penn Masala is an American a cappella group. It is the world's first and premier South Asian a cappella group. Formed in 1996 by students at the University of Pennsylvania, Penn Masala's music has been influenced by the Eastern and Western... Wikipedia
jill watson	american	none	F	A teaching assistant named Jill Watson | Ashok Goel | TEDxSanFrancisco. What is it? A graduate-level teaching assistant who can hold office hours ...
leo singer	american	none	F	Jung Taek-woon, better known by his stage name Leo, is a South Korean singer, songwriter and musical theatre actor, signed under Jellyfish Entertainment. Leo debuted as a member of the South Korean boy group VIXX in May 2012, and began his acting... Wikipedia
hovah hall underwood	american	none	F	Hovah Hall Underwood was an American from West Virginia. She was a Methodist. She was the wife of former Governor of West Virginia Cecil H. Underwood and served as that state's First Lady 1957-1961 and 1997-2001. Wikipedia
mickey's garden	american	none	F	7.2/10 · IMDb 6.2/10 · Filmaffinity Mickey's Garden is a 1935 American animated short film produced by Walt Disney Productions and released by United Artists. The film was the second Mickey Mouse cartoon shot in Technicolor and is also the first color appearance of Pluto. The... Wikipedia
brian kehew	american	none	F	Brian Kehew is an American, Los Angeles-based, musician and record producer. He is a member of The Moog Cookbook and co-author of the Recording The Beatles book, an in-depth look at the Beatles' studio approach. Wikipedia
langley (constructor)	american	none	F	Langley was an American racing car constructor. Langley cars competed in one FIA World Championship race - the 1950 Indianapolis 500.
daniel mameri	american	none	F	Daniel Polidoro Mameri (born April 4, 1972 in São Paulo) is a Pan American Games water polo player from Brazil.
gerald moore (journalist)	american	none	F	Gerald Moore (born 1938) is an American-born writer and editor who worked at Life magazine from 1965 until 1972.
ken wayne (wrestler)	american	none	F	Kenneth Dewayne "Ken" Peale, better known by the ring name "Nightmare" Ken Wayne, is an American retired professional wrestler. He is the founder and owner of New Experience Wrestling, as well as a board member of Ohio Valley Wrestling. Wikipedia
joseph f. quinn	american	none	F	Joseph F. Quinn M.D.. Health care profile. Professor of Neurology School of Medicine. Director OHSU Parkinson Center and Movement Disorders Program ...
alice in wonderland (1951 film)	american	none	F	7.4/10 · IMDb 81% · Rotten Tomatoes 68% · Metacritic After seeing a hurrying rabbit in a waistcoat, Alice, a young and curious girl, follows him down his hole to Wonderland, and meets an array of anthropomorphic creatures who question logic and fantasy.
jacob wilson	american	none	F	339.9k Followers, 1279 Following, 3585 Posts - See Instagram photos and videos from Dr. Jacob Wilson (@themusclephd)
izzy slapawitz	american	none	F	Jeff Smith, better known as Izzy Slapawitz, is an American retired professional wrestler, manager and color commentator, best known for his time with International Championship Wrestling. Wikipedia
gnomes (film)	american	none	F	Sherlock Gnomes is a 2018 3D computer-animated fantasy romantic mystery comedy film directed by John Stevenson. A direct sequel to Gnomeo & Juliet ... Cast · Production · Release · Reception  Story by: Kevin Cecil; Andy Riley; Emily Cook; Kathy Greenberg Music by: Chris Bacon Produced by: David Furnish; Steve Hamilton Shaw; Carolyn Soper Production company: Paramount Animation; Metro-Goldwyn-Mayer; Rocket Pictures
navistar international	american	none	F	Navistar International Corporation is an American holding company, that owns the manufacturer of International brand commercial trucks, IC Bus school and commercial buses, Workhorse brand chassis for ... Wikipedia
red parnell	american	none	F	Roy A. Parnell was an American left fielder and manager in Negro league baseball, most notably with the Philadelphia Stars from 1936-43. Born in Austin, Texas, he died at age 48 in Philadelphia. Wikipedia
american zoetrope	american	none	F	American Zoetrope is a privately run American film production company, centered in San Francisco, California and founded by Francis Ford Coppola and George Lucas. Wikipedia
japanese in chicago	american	none	F	As of the 2000 U.S. Census, 5,500 people of Japanese descent lived in the city of Chicago, and 17,500 people of Japanese descent lived in Chicago suburbs such as Arlington Heights, Evanston, Hoffman Estates, Lincolnwood, and Skokie. History · Geography · Institutions · Education
the high and the mighty (film)	american	none	F	The High and the Mighty is a 1954 WarnerColor American disaster film in CinemaScope directed by William A. Wellman and written by Ernest K. Gann who also wrote the 1953 novel on which his screenplay was based. The film's cast was headlined by John Wayne, who was also the project's co-producer. Production · Impact · Release · Restoration and re-release  Box office: $8.5 million Based on: The High and the Mighty; 1953 novel; by Ernest K. Gann Production company: Wayne-Fellows Productions Screenplay by: Ernest K. Gann
spencer pigot	american	none	F	Spencer James Pigot is an American racing driver, currently driving the #21 car for Ed Carpenter Racing in the IndyCar series. Wikipedia
wlke	american	none	F	WLKE is an American, Christian radio station serving Altoona, Pennsylvania, from Gallitzin, its city of license. WLKE operates at an effective radiated power of 1,250 Watts. The station is owned by Educational Media Foundation. Wikipedia
honey, i shrunk the kids: the tv show	american	none	F	6/10 · IMDb 68% · TV Guide 7.3/10 · TV.com Science is serious fun in the Szalinski household, where dad's an inventor.
wings of alaska	american	none	F	Wings of Alaska was an American scheduled and charter airline company based in Juneau in the U.S. state of Alaska. Wikipedia
turtledove clemens	american	none	F	Full-service advertising agency in Portland, Oregon. Television, Radio, Print, Outdoor, Social Media, Search Engine Marketing and Web Design. We do it all.
moville mysteries	american	none	F	7.5/10 · IMDb 6.5/10 · TV.com Bizarre tales, cartoons, irreverent humor.
distichlis	american	none	F	Distichlis spicata is a species of grass known by several common names, including seashore saltgrass, inland saltgrass, and desert saltgrass. This grass is native to the Americas, where it is widespread. It can be found on other continents as... Wikipedia
fred w. kaltenbach	american	none	F	Frederick Wilhelm Kaltenbach (March 29, 1895 – c. October 1945) was an American with German ancestry who broadcast Nazi propaganda from Germany during World War II. Biography · Introduction to Nazism · Propaganda for Nazi ...
sagwa, the chinese siamese cat	american	none	F	7.1/10 · IMDb 7.5/10 · TV.com Sagwa is an inquisitive siamese kitten living in historic China. Her older brother Dongwa is always there to lend a hand, her little sister Sheegwa has a giggle and her best friend Fu-Fu the bat comes to her rescue. The band of buddies also...
omri amrany	american	none	F	Omri Amrany is an Israeli-American best known as a sculptor and painter, though also accomplished as an architectural innovator and wall tapestry artist. Self-taught, he taps into such movements as surrealism for inspiration but eludes being... Wikipedia
list of italian americans	american	none	F	This is a list of notable Italian Americans. Lists of Americans · By U.S. state · By ethnicity or nationality · Afghan · African · African-American Jews · Albanian ...List of Italian-American actorsItalian-American entertainersList of Italian-American mobstersList of Italian Americans in sports
david alvarez (politician)	american	none	F	David Alvarez is an American politician in San Diego, California. He served as a San Diego City Councilmember representing City Council District 8. Wikipedia
m55 self propelled howitzer	american	none	F	The M55 is an American fully enclosed and armored self-propelled artillery based on the M53 155 mm self-propelled artillery. It has a 203.2 mm howitzer which can traverse 30° left or right, carrying 10 rounds of ammunition when fully combat... Wikipedia
chad owens	american	none	F	Chad Owens is a professional Canadian football wide receiver and kick returner who is currently a free agent. He was most recently a member of the Hamilton Tiger-Cats of the Canadian Football League. He was drafted by the Jacksonville Jaguars in... Wikipedia
the reporter (magazine)	american	none	F	The Reporter was an American biweekly news magazine published in New York City from 1949 through 1968. The magazine was founded by Max Ascoli, who ... Notable positions and ... · The China Lobby · The Counter-Culture ... · Vietnam War  First issue: 1949 Final issue: 1968 Former editors: Max Ascoli
james martin (maine politician)	american	none	F	James R. Martin, commonly known as Jim Martin, is an American IT consultant and politician from the state of Maine. A Democrat, he served a single term in the Maine House of Representatives, representing the 18th district which encompasses his... Wikipedia
davis political family	american	none	F	The Davis family is an Irish American and British American family, prominent in American politics and government. Their political involvement has revolved ...
shaune bagwell	american	none	F	Shaune Bagwell is an American born fashion model, beauty queen and actress. She modeled for various fashion designers including, Gucci, Victoria's Secret, Christian Lacroix, Isaac Mizrahi, Calvin Klein, Richard Tyler, and Guess. Wikipedia
bruce trampler	american	none	F	Bruce Trampler is an American boxing matchmaker whose career highlights include orchestrating and helping the careers of World Champions including Floyd Mayweather Jr., Michael Carbajal, Oscar De La Hoya, Johnny Tapia, Erik Morales and Miguel... Wikipedia
oscar robertson	american	none	F	Oscar Palmer Robertson, nicknamed "The Big O", is an American retired professional basketball player who played for the Cincinnati Royals and Milwaukee Bucks. Wikipedia
sean guthrie	american	none	F	The latest Tweets from Sean Guthrie (@SeanGu3Leads). Educational leader who believes in the power of our youth abd strives to cultivate and learn from our  ...
bay darnell	american	none	F	Bay Darnell is an American racing driver from Lake Bluff, Illinois. He raced mainly in USAC Stock Cars, but he did have a few Indy Car and NASCAR Grand National starts. His grandson Erik Darnell is a current NASCAR driver. Wikipedia
abigail clayton	american	none	F	Abigail Clayton is an American retired pornographic actress active during the Golden Age of Porn. She was inducted into the XRCO Hall of Fame in 2008. Wikipedia
vasyl barka	american	none	F	Wasyl Barka was an American residing Ukrainian poet, writer, literary critic, and translator. Wikipedia
gyptidium	american	none	F	Gyptidium is a genus of South American flowering plants in the sunflower family. Species Gyptidium militare R.M.King & H.Rob. - Argentina Gyptidium trichobasis R.M.King & H.Rob. - Brazil Wikipedia
aaron lucas	american	none	F	Aaron Lucas is an American retired professional basketball player, who played for various clubs in Europe. Wikipedia
allen george clark	american	none	F	Sir Allen George Clark was an American born, British industrialist who helped to build the former Plessey company into one of Europe's largest manufacturers of telecommunications equipment, military electronics and aircraft components. Wikipedia
alphonse dotson	american	none	F	Alphonse Alan Dotson is a former American football defensive tackle who played college American football at Grambling State, where he was All-American in 1964. Wikipedia
wild west c.o.w.-boys of moo mesa	american	none	F	7.3/10 · IMDb 6.6/10 · TV.com Wild West C.O.W.-Boys of Moo Mesa is an American animated television series created by comic book artist Ryan Brown, known for his work on Teenage Mutant Ninja Turtles. It aired as part of ABC's Saturday morning lineup. Wikipedia
joseph kerr (wisconsin politician)	american	none	F	Joseph Kerr (died January 22, 1855) was an American from Randolph, Wisconsin who served two one-year terms as a member of the Wisconsin State Assembly from Columbia County, serving in the 1st Wisconsin Legislature of 1848 and in the following year.
joseph m. palmaccio	american	none	F	Joseph M. Palmaccio also credited as Joe Palmaccio is an American mastering engineer born in rural South Carolina. Palmaccio has been nominated for six Grammy Awards and has won 4 in the Best Historical Album category for mastering. Wikipedia
airframes unlimited t-2	american	none	F	The Airframes Unlimited T-2 is an American powered parachute designed and produced by Airframes Unlimited of Athens, Texas. The aircraft was originally ...
heathen (band)	american	none	F	Heathen is an American thrash metal band originating from the San Francisco Bay Area, active from 1984 to 1993 and again from 2001 onwards. Wikipedia
pinky malinky	american	none	F	5.6/10 · IMDb Pinky Malinky sees the bright side of everything, including being born a hot dog; with his BFFs in tow, this little wiener takes a bite out of life.
michael rudman	american	none	F	Michael Rudman is an American theatre director. Wikipedia
brian patterson	american	none	F	Brian Patterson is an Australian former cricketer. He played sixteen first-class matches for Tasmania between 1958 and 1973. Wikipedia
list of legion of super heroes episodes	american	none	F	7.1/10 · IMDb 8.7/10 · TV.com Sent back in time from the 31st century to protect the United Planets, a team of teenage super heroes accidentally travels too far back. The Legion of Super Heroes enlists teenaged Superman who is unsure of what to do with his future to help them...
david boyd (new politics)	american	none	F	David Sebastian Boyd is a Danish/American singer who is best known as the lead vocalist of the Danish alternative rock band New Politics. Wikipedia
tom mulroy	american	none	F	Tommy Mulroy is a retired American pro soccer defender who played in the North American Soccer League, Major Indoor Soccer League, United Soccer League and American Indoor Soccer Association. Wikipedia
american cooperative school of tunis	american	none	F	Home - American Cooperative School. ... The Swim Meet was a huge success, where ACST dominated the races bringing home numerous gold, silver and ...Tuition and FeesContact UsFaculty and StaffSchool CalendarAbout UsAdmissions
bob ludwig	american	none	F	Robert C. Ludwig is an American mastering engineer. He has mastered recordings on all the major recording formats for all the major record labels, and on projects by more than 1,300 artists including ... Wikipedia
the good dinosaur	american	none	F	6.7/10 · IMDb 76% · Rotten Tomatoes 66% · Metacritic A rainstorm separates Arlo, a young Apatosaurus, from his family. While traveling through a harsh landscape, he befriends Spot, a feral human kid, who helps him reunite with his family.
leroy warriner	american	none	F	Leroy Warriner was an American racing driver from Indianapolis who attempted to qualify for the Indianapolis 500 every year from 1951 to 1958 without succeeding. Wikipedia
my little pony: the movie	american	none	F	6.1/10 · IMDb 48% · Rotten Tomatoes 39% · Metacritic Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity embark on an epic journey to save Ponyville from a dark force. Along the way, the Mane 6 meet new friends and face exciting challenges as they travel beyond Equestria to...
joe penner	american	none	F	Joe Penner was an American 1930s-era vaudeville, radio and film comedian. Wikipedia
thomas wakeman	american	none	F	Thomas Wakeman was a Native American who organized the first Sioux Indian YMCA. Over the years, 66 Sioux associations have been founded with over 1000 members. Wikipedia
call me madam (film)	american	none	F	6.8/10 · IMDb 80% · Rotten Tomatoes 3.2/5 · Letterboxd Washington appoints a small-minded social butterfly as a U.S. Ambassador in this film adaptation based on the satirical stage musical. When Sally Adams (Ethel Merman) arrives in Lichtenburg, her bright personality charms everyone she meets. She...
juju bautista	american	none	F	13-Sep-2018 · Rookie JP Maguliano whips up a great pass to Juju Bautista! Subscribe to ABS- CBN ...Duration: 0:26 Posted: 13-Sep-2018
chairmen of the board	american	none	F	Chairmen of the Board is an American-Canadian, Detroit, Michigan-based soul music group, who saw their greatest commercial success in the 1970s. Wikipedia
jody lavender	american	none	F	Jody Lavender (born December 29, 1979) is an American racing driver. He formerly competed in the NASCAR Camping World Series, East Division (now K&N Pro Series East). He was born in Hartsville, South Carolina.
gérard james	american	none	F	Gérard James is an American set decorator. He won an Academy Award in the category Best Art Direction for the film Dangerous Liaisons.
edward padula	american	none	F	Edward Padula was an American theatre producer, stage manager, and occasional director and writer. Born in Newark, New Jersey, Padula began his theatrical career by directing the book for the early Lerner and Loewe collaboration The Day Before... Wikipedia
lavyrle spencer	american	none	F	LaVyrle Spencer is an American best-selling author of contemporary and historical romance novels. She has successfully published a number of books, with several of them made into movies. Wikipedia
bentley rayburn	american	none	F	Bentley B. Rayburn is an American retired Air Force major general and businessman. Rayburn was named one of the Ten Outstanding Young Americans for 1990. Serving as a colonel, Rayburn was assigned to lead the 388th Fighter Wing in 1995. Wikipedia
jack huddle	american	none	F	Jack Huddle was an American rockabilly musician and songwriter. He performed and recorded with Buddy Holly early in Holly's career. Wikipedia
warren d. c. hall	american	none	F	Warren DeWitt Clinton Hall, also called D.C. Hall, was an American and Texan lawyer, pioneer, and soldier. He was active in the Texas Revolution and acted as Secretary of War for the Republic of Texas in 1836. His brother was George Braxton Hall,... Wikipedia
alan schneider	american	none	F	Alan Schneider was an American theatre director responsible for more than 100 theatre productions. In 1984 he was honored with a Drama Desk Special Award for serving a wide range of playwrights. Wikipedia
mark m. phillips	american	none	F	Mark M. Phillips is an American astronomer who works on the observational studies of all classes of supernovae. He has worked on SN 1986G, SN 1987A, the Calán/Tololo Supernova Survey, the High-Z Supernova Search Team, and the Phillips... Wikipedia
constantine sidamon-eristoff	american	none	F	Constantine Sidamon-Eristoff was an American born Georgian aristocrat and the New York City highway commissioner during the administrations of John V. Lindsay. Wikipedia
eddy furniss	american	none	F	Wilburn Edward "Eddy" Furniss III is an American retired professional baseball first baseman and designated hitter. A standout college baseball player for Louisiana State University, Furniss has been inducted into the College Baseball Hall of... Wikipedia
sunlight foundation	american	none	F	The Sunlight Foundation is a national, nonpartisan, nonprofit organization that uses the tools of civic tech, open data, policy analysis, and journalism to make our ...About UsJobsBlogOur WorkJoinContact
at gunpoint	american	none	F	6.3/10 · IMDb When a group of armed men invade a small town, store owner Jack Wright (Fred MacMurray) takes up a gun and kills the leader of the group. He is hailed as a hero in his community, but Jack's popularity is short-lived when the gunmen return to seek...
bruce larson	american	none	F	Bruce Larson is a retired American drag racer from Camp Hill, Pennsylvania. He became nationally known for his match races. He quit funny Car racing in 1972 after a bad fire and raced in the Pro Stock class for 2 years. Wikipedia
northern (genre)	american	none	F	The Northern or Northwestern is a genre in various arts that tell stories set primarily in the later half of the 19th century in the north of North America, primarily in Canada but also in Alaska. It is similar to the Western genre, but many... Wikipedia
spiderwoman theater	american	none	F	Spiderwoman Theater is an American, Indigenous women's performance troupe that blends traditional art forms with Western theater. Their mission was to present exceptional theater performance, and to provide theatrical training and education in an... Wikipedia
rugged bear	american	none	F	Amazon.com: Rugged Bear - Snow Wear / Jackets & Coats: Clothing, Shoes & .... Rugged Bear Baby Girls' AO Striped Coat and Snowsuit Two-Piece Set.
lorenzo (film)	american	none	F	Lorenzo is a 2004 American animated short film produced by Walt Disney Feature Animation about a cat, Lorenzo, who is "dismayed to discover that his tail has ... Plot · Production  Music by: Juan José Mosalini and Big Tango Orchestra Story by: Mike Gabriel; Joe Grant Release date: March 6, 2004 (Florida Film Festival); May 28, 2004 (with Raising Helen)
tom sharpe (musician)	american	none	F	Tom Sharpe is an American born musician, composer and recording artist who is principal performer and artistic director of the Sharpe World Music Ensemble. He is best known as the drummer for the Grammy award-winning group, Mannheim Steamroller,... Wikipedia
ron stone (american football)	american	none	F	Ron Christopher Stone (born July 20, 1971) is a former American football offensive lineman in the National Football League for the Dallas Cowboys, New York Giants, San Francisco 49ers and Oakland Raiders. He played college football at Boston College. Early years · Professional career · Dallas Cowboys · New York Giants
gary mcpherson	american	none	F	Gary Edward McPherson is an Australian music educator, academic and musician, who has researched various topics within the areas of musical development, music performance science and music psychology. Wikipedia
