frank filchock	american	none	"Frank Joseph Filchock was an American gridiron football player and coach. As a consequence of a famous scandal regarding the 1946 NFL Championship Game, he was suspended by the National Football League from 1947 to 1950 for associating with... Wikipedia"
frank film	american	none	"7/10 · IMDb 92% · Rotten Tomatoes 75% · Metacritic A young aspiring musician finds himself far out of his element after he joins an eccentric pop group led by the enigmatic Frank, who wears a giant fake head. As the band prepare to record their debut album, their personal issues generate tension."
frank finkel	american	none	"Frank Finkel was an American who rose to prominence late in his life and after his death for his claims to being the only survivor of George Armstrong Custer's famed ""Last Stand"" at the Battle of the Little Bighorn on June 25, 1876. Wikipedia"
frank jenks	american	none	"Frank Jenks was an acid-voiced American supporting actor of stage and films. Jenks' mother gave him a trombone when he was 9 years old, and by his late teens he was playing with Eddie Peabody and his band. Later he became a studio musician in... Wikipedia"
frank kendrick	american	none	"Frank Edward Kendrick is an American retired professional basketball player from Indianapolis, Indiana who played in the NBA. Wikipedia"
frank kurtis	american	none	"Frank Kurtis, born Frank Peter Kuretich, was an American racing car designer. He designed and built midget cars, quarter-midgets, sports cars, sprint cars, Indy cars, and Formula One cars. He was the founder of Kurtis Kraft. Wikipedia"
frank leslie's illustrated newspaper	american	none	"Frank Leslie's Illustrated Newspaper, later renamed Leslie's Weekly, was an American illustrated literary and news magazine founded in 1855 and published until 1922. It was one of several magazines started by publisher and illustrator Frank Leslie. History · Background · Early years · Years after Frank ...  Final issue: 1922 First issue: 1855"
frank potenza	american	none	"Francis ""Frank"" Potenza was an American police officer for the New York City Police Department and security guard. He later became a television actor for the late night show, Jimmy Kimmel Live!. He appeared as Jimmy Kimmel's ""Uncle Frank"" on the... Wikipedia"
frank quayle	american	none	Frank Joseph Quayle III is a former American and Canadian football player who played for the Denver Broncos and Hamilton Tiger-Cats. He played college football at the University of Virginia. Wikipedia
frank r. mckelvy	american	none	Frank R. McKelvy was an American set decorator. He was nominated for seven Academy Awards in the category Best Art Direction. He worked on nearly 70 different films and TV shows from 1947 to 1979. Wikipedia
frank romano	american	none	"Frank Romano is an American born guitarist, songwriter and record producer, influenced by a number of musical styles and backgrounds. Wikipedia"
frank secory	american	none	"Frank Edward Secory was an American left fielder and umpire in Major League Baseball who played 186 games from 1940 to 1946 for the Cincinnati Reds, Detroit Tigers, and Chicago Cubs. His best season was 1944, when he batted .321 in 22 games for... Wikipedia"
frank silva	american	none	Frank A. Silva was an American set dresser and sometime actor best known for his performance as the evil spirit Killer BOB in the TV series Twin Peaks. Wikipedia
frank stephen baldwin	american	none	Frank Stephen Baldwin was an American who invented a pinwheel calculator in 1875. He started the design of a new machine in 1905 and was able to finalize its design with the help of Jay R. Monroe who ... Wikipedia
frank tuttle (set decorator)	american	none	Frank Tuttle was an American set decorator. He was nominated for three Academy Awards in the category Best Art Direction. Wikipedia
frank vlastnik	american	none	"Frank Vlastnik is an American theatre and television actor. He is best known as an original cast member in the short-lived musicals Big, Sweet Smell of Success, and A Year with Frog and Toad on Broadway, and Off-Broadway in Stephen Sondheim's... Wikipedia"
frankenweenie (2012 film)	american	none	"6.9/10 · IMDb 87% · Rotten Tomatoes 74% · Metacritic Viktor invites trouble when he revives his dead pet dog Sparky after it is hit by a car. Now, Sparky looks like a monster and terrifies Viktor's neighbours."
franklin d. miller	american	none	"Franklin Douglas ""Doug"" Miller was an American and United States Army Special Forces staff sergeant during the Vietnam War who was awarded the United States military's highest decoration—the Medal of Honor—for his actions above and beyond the call... Wikipedia"
franklin ps-2	american	none	"The Franklin PS-2 is an American, high-wing, strut-braced, single seat, glider that was designed by R. E. Franklin and produced by the Franklin Glider Corporation starting in 1930. Design and development · Operational history · Variants · Specifications (PS-2)"
franny's feet	american	none	"6.2/10 · IMDb 6/10 · TV.com This animated PBS series follows the adventures of Franny Fantootsie, a nearly 6-year-old girl who is transported to different places in the world when she tries on various shoes in her grandpa's shoe repair shop. In her travels, she meets new..."
freaky executives	american	none	"The Freaky Executives were an American 1980s ska funk musical group, based in the Berkeley, California area. They were a winner of a ""Bammie"". The band was founded by singer Piero Ornelas and Michael Maung. Their music was a mix of ska, Latin,... Wikipedia"
fred house	american	none	"Frederick Deshune ""Fred"" House (born January 4, 1978) is an American retired professional basketball player. Contents. 1 High school; 2 College career ... College career · Professional career · Career statistics  NBA draft: 2001 / Undrafted Playing career: 2001–2014 High school: Ellison (Killeen, Texas) College: Dixie State (1997–1999); Southern Utah (1999–2001)"
fred j. rode	american	none	Fred J. Rode was an American set decorator. He was nominated for an Academy Award in the category Best Art Direction for the film Fourteen Hours. Wikipedia
fred kohler (wrestling promoter)	american	none	"Frederick Koch (January 6, 1903 - August 24, 1969), known professionally as Fred Kohler, was an American professional wrestling promoter. The owner of Fred Kohler Enterprises, Kohler produced the popular DuMont Television Network program Wrestling From Marigold (1949-1955). Early life · Television and the NWA · Last days"
fred m. maclean	american	none	"Fred M. MacLean was an American set decorator. He was nominated for three Academy Awards in the category Best Art Direction. He worked on 60 films between 1941 and 1965. He was born in North Dakota and died in Los Angeles, California. Wikipedia"
fred ott's sneeze	american	none	"5.4/10 · IMDb Fred Ott's Sneeze is an 1894 short, black-and-white, silent film shot by William K.L. Dickson and featuring Fred Ott. It is the oldest surviving motion picture with a copyright. In the five-second film one of Thomas Edison's assistants, Fred Ott,... Wikipedia"
fred taylor (sprinter)	american	none	"Fred Taylor (born November 5, 1957) is an American retired sprinter. Taylor qualified for the 1980 U.S. Olympic team but did not compete due to the 1980 Summer Olympics boycott. He did however receive one of 461 Congressional Gold Medals created especially for the spurned athletes."
fred w. kaltenbach	american	none	"Frederick Wilhelm Kaltenbach (March 29, 1895 – c. October 1945) was an American with German ancestry who broadcast Nazi propaganda from Germany during World War II. Biography · Introduction to Nazism · Propaganda for Nazi ..."
freda foh shen	american	none	"Freda Foh Shen is an American theatre, film, and television actress. Wikipedia"
freddie roach (boxing)	american	none	Frederick Steven Roach is an American boxing trainer and former professional boxer. Roach is widely regarded as one of the best boxing trainers of all time. Wikipedia
frederic b. vogel	american	none	"Frederic B. Vogel was an American theatre producer, educator, actor, and founder of the Commercial Theater Institute, as well as the Federation for the Extension and Development of the American Professional Theatre. Frederic B. Vogel was born in... Wikipedia"
frederic de frouville	american	none	"Frederic De Frouville was an American noted for committing a murder-suicide in Washington, DC. De Frouville murdered his estranged wife, Andrea De Frouville, née Andrea Marie Wolstrup in Denmark, on April 4, 1883, and then shot and killed himself.... Wikipedia"
frederick ernest luff	american	none	"Lieutenant Frederick Ernest Luff was an American flying ace during World War I. He was credited with five aerial victories, and awarded the British Distinguished Flying Cross. Although he survived the war, he was injured in an air accident in May... Wikipedia"
frederick mayer (spy)	american	none	"Frederick ""Fred"" Mayer (28 October 1921, in Freiburg im Breisgau, Baden, Germany – 15 April 2016, in Charles Town, Jefferson County, West Virginia) was a German-born Jew who became an American spy as an OSS agent for the United States during World War II. Background · Operation Greenup · Arrest and tortures · German surrender"
free birds	american	none	5.9/10 · IMDb 18% · Rotten Tomatoes 38% · Metacritic Two turkeys set off on a mission to save themselves and their friends by taking turkey off the Thanksgiving menu in spite of the many differences between them.
free will baptist home missions	american	none	"North American Ministries is the church planting arm of the Free Will Baptist ... In response to the growing need for cross-cultural ministry, Free Will Baptist ..."
freedom's journal	american	none	"Freedom's Journal was the first African-American owned and operated newspaper published in the United States. Founded by Rev. John Wilk and other free black men in New York City, it was published weekly starting with the 16 March 1827 issue. Wikipedia"
freeman cobb	american	none	"Freeman Cobb was an American, who established the Cobb and Co stagecoach company in 1853 with partners John Murray Peck, James Scanlon and John B. Lamber. The company was based in Melbourne, Victoria, Australia, and ran American-imported Concord... Wikipedia"
freestyle festival	american	none	"Freestyle Festival is an American, 2 day, R&B and Hip hop festival with acts of the 80's & 90's. It takes place annually in Long Beach, California, United States. It was first held in 2005. The festival draws around 8,000 attendees annually. Wikipedia"
french kiss (2015 film)	american	none	7.1/10 · IMDb Margaux sees Ethan in Paris and tricks him into following her clues all over the city.
fresh guacamole	american	none	"7.4/10 · IMDb Fresh Guacamole is a 2012 American animated short film written and directed by PES. The film was nominated for the Best Animated Short Film award of the 85th Academy Awards, losing to Paperman. At one minute 40 seconds, it is the shortest film... Wikipedia"
frieda werden	american	none	"Frieda Lindfield Werden is an American and Canadian radio producer. She is the co-founder and producer of the weekly radio series WINGS: Women's International News Gathering Service, which debuted in 1986 and has been in weekly syndication for... Wikipedia"
frisky dingo	american	none	"8.1/10 · IMDb 8.4/10 · TV.com From the co-creators of ""Sealab 2021,"" this tale revolves around a super villain named Killface and his struggle to destroy the world -- but he finds that global destruction is hard work. While Killface unenthusiastically deals with his tasks, his..."
fritz holt	american	none	"Fritz Holt was an American theatre producer and director. Born George William Holt III in San Francisco, Holt was a graduate of the University of Oregon. Wikipedia"
frozen (2013 film)	american	none	"7.5/10 · IMDb 90% · Rotten Tomatoes 3.4/5 · Letterboxd Anna sets out on a journey with an iceman, Kristoff, and his reindeer, Sven, in order to find her sister, Elsa, who with the help of her powers mistakenly converts everything into ice."
frozen justice	american	none	"A frozen wonder that processes flaming ore at incredible values. (CURRENT DESCRIPTION) ""A furnace that freezes over the very matter around it. Regularly ..."
fu manchu (band)	american	none	Fu Manchu is an American stoner rock band formed in Southern California in 1985 and long-associated with the Palm Desert Scene. Wikipedia
fuddruckers	american	none	"Fuddruckers is an American fast casual, franchised restaurant chain that specializes in hamburgers. The Fuddruckers concept is to offer large hamburgers in which the meat is ground on-site and buns are baked on the premises. Wikipedia"
fullbeauty brands	american	none	"Proprietary brands under the FULLBEAUTY Brands umbrella include: Woman Within®, Roaman's®, Jessica London®, ellos®, swimsuitsforall®, KingSize®, Brylane Home® and fullbeauty.com®, an online marketplace offering a curated collection of the finest brands and thousands of products – the premier fashion and lifestyle ..."
fun size	american	none	"5.4/10 · IMDb 25% · Rotten Tomatoes 37% · Metacritic Wren's Halloween plan goes awry when she is made to babysit her younger brother who disappears after she gets distracted. Now, Wren's only task is to locate her brother before her mother is back home."
fundación avina	american	none	"15-Oct-2019 · Today, Fundación Avina's network is made up of more than ...Of /avina"
fur-fish-game	american	none	FUR-FISH-GAME Magazine -- The magazine for practical outdoorsmen official home page.Subscribe nowContact UsFur-Fish-Game Online StoreShop OnlineReader PicturesCurrent Issue
furkan doğan	american	none	"Furkan Doğan was a Turkish American who was residing in Turkey permanently. He was the youngest person killed by the IDF on the MV Mavi Marmara, in the Gaza flotilla raid and became a political symbol after his death. Wikipedia"
futurama	american	none	"8.4/10 · IMDb 95% · Rotten Tomatoes 9.1/10 · TV.com Accidentally frozen, pizza-deliverer Fry wakes up 1,000 years in the future. He is taken in by his sole descendant, an elderly and addled scientist who owns a small cargo delivery service. Among the other crew members are Capt. Leela, accountant..."
futurama: the beast with a billion backs	american	none	"80% · Rotten Tomatoes As space rips open, revealing a gateway to another universe, a repulsive, planet-sized monster armed with tentacles and amorous intentions lies in wait."
g-force (film)	american	none	5.1/10 · IMDb 22% · Rotten Tomatoes 41% · Metacritic A squad of specially trained guinea pigs goes on their latest mission and aims to sabotage the plans of a diabolical billionaire who dreams of taking over the world via household appliances.
g-force technologies	american	none	Gforce Technologies is much more than an electrical contractor; it is a dynamic organisation which has been involved in all aspects of design and construction ...
g-force: guardians of space	american	none	"7.4/10 · IMDb 7.6/10 · TV.com G-Force: Guardians of Space is the second American animated television adaptation of the Japanese anime series Science Ninja Team Gatchaman, following Sandy Frank Entertainment's initial 1978 effort Battle of the Planets and preceding ADV Films'... Wikipedia"
g. f. a. atherton	american	none	"George F. A. Atherton was an American from Emerald Grove, Wisconsin who represented the Rock County Towns of Bradford and Janesville in the Wisconsin State Assembly of the 1st Wisconsin Legislature in 1848. Atherton was born in New Hampshire. He... Wikipedia"
g. turner howard iii	american	none	"Professional career   Howard founded his legal practice, the Law Offices of G. Turner Howard III, in 2000, and is currently the sole proprietor. Early life and education · Sports career  Born: July 24, 1947 (age 72); Knoxville, Tennessee Family: Wife: Janie"
g.i. joe: a real american hero (1985 tv series)	american	none	"7.7/10 · IMDb 8.3/10 · TV.com This popular animated series from the mid-1980s tells the saga of a fearless, globe-trotting special missions force -- called G.I. Joe -- which works to combat Cobra, an organization with an evil commander bent on world domination. On land, on..."
g.i. joe: a real american hero (1989 tv series)	american	none	7.5/10 · IMDb 7.7/10 · TV.com G.I. Joe: A Real American Hero is a half-hour American animated television series based on the toyline from Hasbro and the comic book series from Marvel Comics. The series was produced by DIC Animation City and ran from 1989 to 1992. Wikipedia
g.i. joe: renegades	american	none	"7/10 · IMDb 8.3/10 · TV.com A band of soldiers, falsely accused of committing crimes, must go on the run and fight to clear its name. If you're thinking ""The A-Team,"" that's a good guess, but not correct. This latest re-imagining of the G.I. Joe franchise keeps the same gang..."
gaar-scott	american	none	"Gaar-Scott & Co., was an American threshing machine and steam traction engine builder founded in 1849 and based in Richmond, Indiana. The company built simple and compound engines in sizes from 10 to 40 horsepower."
gabriel aeppli	american	none	"Gabriel Aeppli is professor of physics at ETH Zürich and EPF Lausanne, and head of the Photon Science Division of the Paul Scherrer Institut. All of his degrees are from MIT and include a BSc in Mathematics and Electrical Engineering, and MSc and PhD in Electrical Engineering. Biography · Scientific Research"
gail devers	american	none	"Yolanda Gail Devers is an American retired track and field athlete. A two-time Olympic champion in the 100 meters for the USA, her 1996 win made her only the second woman to successfully defend an Olympic 100m title. She won a third Olympic gold... Wikipedia"
galyan's	american	none	"Galyan's Trading Company was an American sporting goods chain. It was founded in Plainfield, Indiana. The store began in 1946 as a grocery store, founded by Albert and Naomi Galyan. By the 1960s, the Galyans began selling sporting goods instead.... Wikipedia"
gamble and huff	american	none	Kenneth Gamble and Leon A. Huff are an American songwriting and production team credited for developing the Philadelphia soul music genre of the 1970s. Wikipedia
game change (film)	american	none	7.4/10 · IMDb 68% · Rotten Tomatoes Alaska's governor Sarah Palin is chosen as the strategists' candidate to compete with the opposing campaign of Democratic Senator Obama for John McCain's 2008 presidential campaign.
gangaji	american	none	"Gangaji is an American born spiritual teacher and author. She lives in Ashland, Oregon, with her husband, fellow spiritual teacher Eli Jaxon-Bear. Wikipedia"
garcibarrigoa	american	none	Garcibarrigoa is a genus of South American flowering plants in the daisy family. Species Garcibarrigoa sinbundoya S.Díaz & Pedraza - Putumayo region of Colombia Garcibarrigoa telembina Cuatrec. - Ecuador Wikipedia
garfield and friends	american	none	"7.3/10 · IMDb 8.8/10 · TV.com Cat-astrophic comedy capers with the wise-cracking, nap-taking and lasagne-loving cat Garfield."
garfield's halloween adventure	american	none	"8.3/10 · IMDb 4.1/5 · Goodreads Garfield's Halloween Adventure is a 1985 American animated television special based on the Garfield comic strip. It is directed by Phil Roman and written by Garfield creator Jim Davis, and features the voices of Lorenzo Music, Thom Huge, Gregg... Wikipedia"
gargoyles (tv series)	american	none	8.1/10 · IMDb 8.7/10 · TV.com The Manhattan Clan now has to deal with a city that knows about them and fears them.
garland jeffreys	american	none	"Garland Jeffreys is an American singer and songwriter in rock and roll, reggae, blues, and soul music. Wikipedia"
garner tullis	american	none	"Garner Handy Tullis is an American born artist residing in Pietrarubbia, Italy, since the September 11 attacks in 2001. Wikipedia"
garo sparo	american	none	"Insider visits our Studio. GARO SPARO designs bespoke fashion for individuals seeking unsurpassed craftsmanship, and elaborate costumes for performers, ... Shop · More about garo · Drag · Gloves"
garrett lewis	american	none	"Garrett Lewis, Springdale, Arkansas. 94662 likes · 778 talking about this. Garrett Lewis. 5NEWS Chief Meteorologist for KFSM & KXNW."
garth rickards	american	none	"Garth Rickards is an American racing driver residing in Mechanicsburg, Pennsylvania. He is currently studying business management at Shippensburg University of Pennsylvania. Rickards grew up around racing but began racing himself in 2012-2013... Wikipedia"
gary berkovich	american	none	"Gary Berkovich, AIA, NCARB (born May 26, 1935 in Kharkiv, Ukrainian SSR, Soviet Union) is an American and Soviet architect, and the first Soviet architect of 1960s – 1980s immigration wave, who had opened his office (Gary A. Berkovich Associates, 1987) in the United States. Biography · Selected projects · Selected architectural ... · Select publications"
gary degrio	american	none	"Gary DeGrio is an American retired professional ice hockey Forward. DeGrio was member of the Tulsa Oilers team that suspended operations on February 16, 1984, playing only road games for final six weeks of 1983–84 season. Despite this adversity,... Wikipedia"
gary etcheverry	american	none	"Gary Etcheverry is an American-born American and Canadian football coach who has coached in the National Football League, Canadian Football League, German Football League, Canadian Junior Football League, CIS, and the NCAA. Wikipedia"
gary fettis	american	none	Gary Fettis is an American set decorator. He has been nominated for three Academy Awards in the category Best Art Direction. Wikipedia
gary j. brink	american	none	Gary J. Brink is an American set decorator. He won an Oscar in the category Best Art Direction for the film All That Jazz. Wikipedia
gary lewis & the playboys	american	none	Gary Lewis is an American musician who was the leader of Gary Lewis & the Playboys. Wikipedia
gary lucas (baseball)	american	none	"Gary Paul Lucas is an American former professional baseball pitcher who pitched in the Major League Baseball with the San Diego Padres, Montreal Expos and California Angels. Wikipedia"
gary mcpherson	american	none	"Gary Edward McPherson is an Australian music educator, academic and musician, who has researched various topics within the areas of musical development, music performance science and music psychology. Wikipedia"
gary sheffield	american	none	"Gary Antonian Sheffield is an American former Major League Baseball outfielder who played with eight teams from 1988 to 2009. He currently works as a sports agent. For most of his career, Sheffield played right field, though he has also played... Wikipedia"
gary stephen krist	american	none	Gary Stephen Krist is an American convicted of kidnapping and the trafficking of illegal aliens. Wikipedia
gary trent	american	none	Gary Dajaun Trent Sr. is an American retired professional basketball player. Wikipedia
gary turner (basketball)	american	none	Gary D. Turner is an American retired professional basketball player. He played for the Houston Mavericks in two games during the 1967–68 American Basketball Association season. He recorded totals of six points and three rebounds. Wikipedia
gary webb (racing driver)	american	none	"Gary Webb (born April 19, 1949) is an American racing driver from Blue Grass, Iowa who won the NASCAR Weekly Racing Series national championship in ..."
gaslight (1944 film)	american	none	7.8/10 · IMDb 87% · Rotten Tomatoes The story of a man who psychologically drives his wife insane and she has a nervous breakdown. He realizes his wife is worth a lot and uses this as a means to become rich.
gavrik losey	american	none	"Gavrik Losey is an American born key participant in various aspects of filmmaking including producer and production manager. Gavrik was born in New York, the son of film director Joseph Losey and fashion designer Elizabeth Hawes. Wikipedia"
gaylord container corporation	american	none	"Gaylord Container Corporation was an American integrated manufacturer of packaging materials, primarily corrugated containers. Operating from 1986 until 2002, most of the company's facilities were originally part of Crown Zellerbach's container... Wikipedia"
ge consumer & industrial	american	none	"Discover GE consumer products and services such as appliances, lighting, electronics, home improvement, housewares and more at GE.com."
gee bee model z	american	none	"The Granville Gee Bee Model Z was an American racing aircraft of the 1930s, the first of the Super Sportster aircraft built by Granville Brothers Aircraft of Springfield, Massachusetts, with the sole intent of winning the Thompson Trophy, which it... Wikipedia"
gehrlein precursor	american	none	"The Gehrlein Precursor is an American, high-wing, single seat glider designed by Larry Gehrlein in 1965 and assembled from Schweizer Aircraft parts. Wikipedia"
gemini twin	american	none	"Gemini is one of the constellations of the zodiac. It was one of the 48 constellations described by the 2nd century AD astronomer Ptolemy, and it remains one of the 88 modern constellations today. Its name is Latin for ""twins,"" and it is... Wikipedia"
gene gossage	american	none	Ezra Eugene Gossage was an American and Canadian football player who played for the Hamilton Tiger-Cats and Philadelphia Eagles. He won the Grey Cup with the Tiger-Cats in 1963. He played college football at Northwestern University and was drafted... Wikipedia
gene hackman	american	none	"Eugene Allen Hackman is a retired American actor and novelist. In a career that spanned more than six decades, Hackman won two Academy Awards, four Golden Globes, one Screen Actors Guild Award and two BAFTAs. Wikipedia"
gene robinson	american	none	"Vicky Gene Robinson is a former bishop of the Episcopal Diocese of New Hampshire. Robinson was elected bishop coadjutor in 2003 and succeeded as bishop diocesan in March 2004. Before becoming bishop, he served as Canon to the Ordinary for the... Wikipedia"
gene snow	american	none	"Gene Snow was an American racing driver who pioneered funny cars in the 1960s, '70s, and '80s, bringing innovations such as a direct drive system using multiple clutches when rivals were still using automatic transmissions based on those used in... Wikipedia"
genie in a string bikini	american	none	"Directed by Fred Olen Ray. With Nicole Sheridan, Voodoo, John Henry Richardson, Evan Stone."
george arents	american	none	"George Arents was an American racing driver. He was engaged in a lifetime feud with fellow boy racer Melvon Marquette over who would be the first man to skydive to the Moon's surface. Upon leaving the Moon Plane, Arents' parachute failed and he... Wikipedia"
george arthur bloom	american	none	George Arthur Bloom is an American born Canadian screenwriter and producer known for his work on Nelvana television titles such as The Magic School Bus and Cyberchase. Wikipedia
george b. glover	american	none	George Bunker Glover was an American who served as a diplomat and also a commissioner in the Imperial Chinese Maritime Customs Service during the late nineteenth century. Wikipedia
george b. hitchcock	american	none	"Reverend George Beckwith Hitchcock was an American involved in housing slaves on their way to freedom. His house in Lewis, Iowa, now a National Historic Landmark, was part of the Underground Railroad. Wikipedia"
george bangs	american	none	"George Bangs (February 26, 1826 – November 17, 1877) was an American businessman who ... Bangs grew up in Akron, Ohio and attended the local schools. Postal career · Rail mail · Later life · Grave  Died: November 17, 1877 (aged 51); Washington, DC, US"
george brett	american	none	"George Howard Brett is a American former professional baseball player who played 21 years, primarily as a third baseman, in Major League Baseball for the Kansas City Royals. Brett's 3,154 career hits are the most by any third baseman in major... Wikipedia"
george burns (outfielder)	american	none	"Born in Utica, New York, Burns started his baseball career as a catcher, and reached the Giants in the latter half of the 1911 season. Because of his strong throwing arm and outstanding speed, manager John McGraw converted him into an outfielder.  Batting average: .287 Runs batted in: 611 Stolen bases: 383"
george carleton lacy	american	none	George Carleton Lacy was an American Methodist missionary and the last Methodist Bishop in Mainland China. Contents. 1 Life. 1.1 Early years and education ... Life · Early years and education · Missionary life · Death
george carter (basketball)	american	none	"George Carter is an American retired professional basketball player. He was a 6'4"" guard/forward. Carter played at Silver Creek High School in New York, graduating in 1963. He was a two-time all-Western New York selection in basketball. He also... Wikipedia"
george case	american	none	George Washington Case was an American left and right fielder in Major League Baseball who played most of his career for the Washington Senators. Wikipedia
george coates	american	none	"George Coates is an American theatre director most notable for his work with George Coates Performance Works, which he founded in 1977 in San Francisco, CA. Wikipedia"
george cram cook	american	none	"George Cram Cook or Jig Cook was an American theatre producer, director, playwright, novelist, poet, and university professor. Wikipedia"
george davies (athlete)	american	none	"George Davies (born November 19, 1940) is an American retired pole vaulter and a former world record holder. He set his record on May 20, 1961 in Boulder, Colorado, jumping 4.83 m (15 ft 10.2 in). He was the first pole vaulter to break a world record with a fiberglass pole."
george e. wiley	american	none	"George Elsworth Wiley (May 7, 1881 – March 3, 1954) was an American racing cyclist who competed in the early twentieth century. He competed in Cycling at ..."
george edwin taylor	american	none	"George Edwin Taylor was an American journalist, activist, and politician, who was the candidate of the National Negro Liberty Party for the office of President of the United States in 1904. He was the first African American to run for president. Wikipedia"
george g. bruce	american	none	"27-Jun-2019 · Genealogy for George G. Bruce (1713 - 1787) family tree on Geni, with over 190 million profiles of ancestors and living relatives.  Immediate Family: Son of Sir John Robert Bruce, I and Margaret Caroline Bruce; Husband of Elizabeth Bruce; Mary Bruce; Rachel ..."
george gaines (set decorator)	american	none	George Gaines was an American set decorator. He did movies such as the American Gigolo and The Big Chill. He won two Academy Awards and was nominated for another two in the category Best Art Direction. Wikipedia
george gervin	american	none	"George Gervin, nicknamed ""The Iceman"", is an American retired professional basketball player who played in both the American Basketball Association and National Basketball Association for the Virginia Squires, San Antonio Spurs, and Chicago Bulls.... Wikipedia"
george grant elmslie	american	none	George Grant Elmslie was a Scottish-born American Prairie School architect whose work is mostly found in the Midwestern United States. He worked with Louis Sullivan and later with William Gray Purcell as a partner in the firm Purcell & Elmslie. Wikipedia
george griffin (butler)	american	none	"George Griffin was an African American born into slavery in Virginia sometime in the mid-19th century. In 1874, as a free man, Griffin came to work for Samuel L."
george h. lewis	american	none	GEORGE H. LEWIS. Instagram - Black Circle. @georgehlewis. © 2018 Proudly created with Wix.com.
george h. lown	american	none	"George H. Lown was an American from Walworth, Wisconsin who spent a single one-year term as a Free Soil Party member of the Wisconsin State Assembly from Walworth County. He would be succeeded in the Assembly by fellow Free Soiler George Sykes. Wikipedia"
george halsey perley	american	none	"Sir George Halsey Perley, GCMG PC was an American-born Canadian politician and diplomat. Wikipedia"
"george harper (cricketer, born 1988)"	american	none	"George Michael Harper, is an American born English cricketer. Harper is a right-handed batsman who bowls left-arm medium-fast. He was born in Minnesota and educated at Harrow School, before undertaking studies at Durham University and... Wikipedia"
george heath (racing driver)	american	none	"George Heath (1862–1943) was an early American racing driver. A native Long Islander who spent much of his time in France, he won the first Vanderbilt Cup race in 1904 driving a Panhard and was retroactively awarded the 1904 National Championship in 1951. Heath returned to the Vanderbilt Cup in 1905 and placed second."
george hildebrand	american	none	"George Albert Hildebrand (September 6, 1878 – May 30, 1960) was an American professional baseball player and umpire. He played in 11 Major League Baseball games as a left fielder for the 1902 Brooklyn Superbas before becoming an American League umpire from 1913 to 1934."
george hincapie	american	none	"George Hincapie is an American former road bicycle racer, who competed as a professional between 1994 and 2012. Hincapie was a key domestique of Lance Armstrong. Hincapie was also a domestique for Alberto Contador in 2007 and for Cadel Evans in... Wikipedia"
george howells broadhurst	american	none	"George Howells Broadhurst was an Anglo-American theatre owner/manager, director, producer and playwright. Wikipedia"
george hunt williamson	american	none	"George Hunt Williamson, aka Michael d'Obrenovic and Brother Philip, was an American flying saucer contactee, channel, and metaphysical author who came to prominence in the 1950s. Wikipedia"
george huntley	american	none	"George Huntley is an American singer, guitarist, and songwriter, best known as a member of The Connells from 1985 to 2001. Wikipedia"
george jessel (actor)	american	none	"George Albert ""Georgie"" Jessel was an American illustrated song ""model"", actor, singer, songwriter, and film producer. He was famous in his lifetime as a multitalented comedic entertainer, achieving a level of recognition that transcended his... Wikipedia"
george kerasotes	american	none	"George Kerasotes was an American theatre owner and former head of Theatre Owners of America. During his time with Kerasotes Theatres, he helped to bring the operation from three local theaters to 550 Midwestern theatres. Wikipedia"
george koval	american	none	"George Abramovich Koval was an American who acted as a Soviet intelligence officer for the Soviet atomic bomb project. According to Russian sources, Koval's  ... Early life · Recruitment and espionage · Atomic secrets · Later years  Died: January 31, 2006 (aged 92); Moscow, Russia Born: George Abramovich Koval; December 25, 1913; Sioux City, Iowa, United States Known for: Hero of Russia Codename: Delmar"
george lipsitz	american	none	"George Lipsitz is an American Studies scholar and professor in the Department of Black Studies at the University of California, Santa Barbara, and the author of over half a dozen books, including The Possessive Investment in Whiteness. Wikipedia"
george lisle (baptist)	american	none	"George Liele was an African American and emancipated slave who became the founding pastor of First Bryan Baptist Church and First African Baptist Church, ... Ministry in Jamaica · References"
george m. daniel	american	none	"George M. Daniel is a champion American fly fisherman. He is a member of Fly Fishing TEAMUSA, the U.S. national fly fishing team. Wikipedia"
george m. robinson	american	none	"George M. Robinson was an American from Salem, Wisconsin, who served a single one-year term in 1850 as a Free Soil Party member of the Wisconsin State Assembly from southern Racine County, succeeding fellow Free Soiler Herman Thorp. Wikipedia"
george marino discography	american	none	Selected works1969 Live Peace in Toronto 1969 – John Lennon & Plastic Ono Band.1970 The Morning After – The J. Geils Band.1971 5'll Getcha Ten – Cowboy.1971 Electric Warrior – T. Rex.1971 Fly – Yoko Ono.1971 Liv – Livingston Taylor.1972 Fresh – Raspberries.1972 Odyssey – Odyssey.More items...
george mcginnis	american	none	George F. McGinnis is an American retired professional basketball player who played 11 seasons in the American Basketball Association and National Basketball Association. He was drafted into the ABA from Indiana University in 1971. Wikipedia
george milo	american	none	"George Milo (December 12, 1909 – August 19, 1984) was an American set decorator. He was nominated for three Academy Awards in the category Best Art  ..."
george montgomery (set decorator)	american	none	George Montgomery was an American set decorator. He was nominated for an Academy Award in the category Best Art Direction for the film Ladies in Retirement. He worked on 74 films between 1941 and 1951. Wikipedia
george noga	american	none	"George Noga is a high growth Financial Services, Technology, Software and Consulting Leader with an entrepreneurial spirit, unstoppable energy and the strategic vision to build dynamic, collaborative and profitable organizations."
