smartphone	droid x	instance
cryptek	company	concept
juniper e-series	series	concept
linux kernel	computer	hypernym
ibm 3592	series	concept
ibm	ds	instance
system	dspnano rtos	instance
computer security institute	organization	hypernym
db	d-subminiature (professional audio)	instance
single-sideband modulation	refinement	hypernym
inference attack	technique	hypernym
software	dvb dream	instance
reboot	series	hypernym
link encryption	approach	hypernym
organization	dvd copy control association	instance
server	dworkin's game driver	instance
hacker	dylan wheeler	instance
masstransit-project	software	hypernym
methodology	dynamic logic (digital electronics)	instance
internetwork packet exchange	protocol	hypernym
cipher	e0 (cipher)	instance
smartphone	e101	instance
cipher	e2 (cipher)	instance
piggyback attack	form	hypernym
barcode	ean-8	instance
software	earthbrowser	instance
software	easyblog	instance
macintosh file system	format	concept
vidalia (software)	gui	concept
software	eathena	instance
bomber (computer virus)	virus	concept
software	eatherway	instance
authorization	ec	instance
domainkeys	system	hypernym
wireless wan	form	hypernym
ant (network)	technology	hypernym
protection	ecologic association green osijek	instance
ciphersaber	protocol	hypernym
avx-512	extensions	concept
supercomputer	edinburgh concurrent supercomputer	instance
configuration management	process	hypernym
hierarchy	boolean hierarchy	hyponym
eye-fi	company	hypernym
software	editdv	instance
fibre channel switch	switch	hypernym
cipurse	security	concept
dynamic secrets	scheme	hypernym
cyber-nationalism	nationalism	hypernym
software	edraw mind map	instance
higher-order differential cryptanalysis	generalization	hypernym
server	edsel ford fong	instance
point-to-point tunneling protocol	method	hypernym
system	enhanced other networks	hyponym
pandemic and all-hazards preparedness reauthorization act of 2013	law	hypernym
cipher	edward seymour, lord beauchamp	instance
data defined storage	approach	hypernym
software	effort administrator	hyponym
government communications security bureau	department	hypernym
substitution	eggcorn	instance
software	egroupware	instance
fractal compression	method	hypernym
server	ejabberd	instance
supercomputer	eka (supercomputer)	instance
server	elasticsearch	instance
database	eldis	instance
european windstorm	name	concept
decorrelation theory	system	hypernym
control	electromagnetic interference control	hyponym
protect ip act	law	hypernym
category	electronic design automation	hyponym
mdef	virus	concept
substitution	electrophilic halogenation	hyponym
software	element anti-virus	hyponym
software	element anti-virus	hyponym
ibeacon	protocol	concept
windows 10 mobile	system	concept
briar (software)	technology	concept
virus	eliza (computer virus)	instance
compiler	elliott algol	instance
netgenie	router	concept
crosscrypt	program	hypernym
software	emagine international	instance
security	bureau of diplomatic security	hyponym
email	email digest	hyponym
encryption	email encryption	hyponym
deception	email fraud	hyponym
remote desktop protocol	protocol	hypernym
internet	email hosting service	hyponym
banknote	instrument	hypernym
vulnerability	email injection	hyponym
vulnerability	email injection	hyponym
kik-30	device	concept
hypervisor	embedded hypervisor	hyponym
administrative domain	provider	hypernym
openldap	implementation	hypernym
software	embedded software	hyponym
generic routing encapsulation	protocol	hypernym
wireless tools for linux	collection	hypernym
nhs.net	email	concept
software security assurance	process	hypernym
norton safe web	service	concept
point to point encryption	challenge	concept
apache wave	framework	concept
hypervisor	embeddedxen	instance
organization	data	hyponym
craig gentry (computer scientist)	scientist	concept
cryptocurrency	emercoin	instance
dns analytics	surveillance	hypernym
system	emergency detection system	hyponym
list of computing people	list	hypernym
microsoft azure web sites	computing	concept
chaotic cryptology	application	hypernym
airborne networking	infrastructure	concept
advanced encryption standard	specification	hypernym
database	emergency management information system	hyponym
horton principle	rule	concept
military intelligence	discipline	hypernym
dma attack	attack	hypernym
software	emergency management software	hyponym
spambot	program	hypernym
compiler	c	hyponym
standard interchange protocol	standard	hypernym
fortify software	vendor	concept
hari balakrishnan	professor	concept
firefighting threat assessment matrix	methodology	hypernym
sss (cipher)	algorithm	hypernym
wirelurker	family	concept
software	emergency management software	hyponym
representational state transfer	style	hypernym
software	emergent (software)	instance
av	emi kuroda	instance
glutamine	acid	concept
software	emotion-sensitive software	hyponym
document	employment authorization document	hyponym
software	empower (software)	instance
ut-vpn	application	concept
timeline of global surveillance disclosures (2013 present)	list	concept
compiler	emscripten	instance
crime	cyberheist	hyponym
security	en 1063	instance
login manager	system	hypernym
document	encapsulated postscript	hyponym
xml	encoded archival context	hyponym
domain name registrar	organization	hypernym
xml	encoded archival description	hyponym
dark mail alliance	organization	hypernym
clearswift	company	concept
software	critical test results management	hyponym
safari (web browser)	browser	concept
cooperative cyber defence centre of excellence	centres	hypernym
secure communication based on quantum cryptography	project	hypernym
internet explorer	series	concept
homeland security cybersecurity boots-on-the-ground act	bill	hypernym
software	encryption software	hyponym
supercomputer	endeavour (supercomputer)	hyponym
ws-securitypolicy	specification	hypernym
document	end-user certificate	hyponym
covert channel	attack	hypernym
microsoft baseline security analyzer	tool	concept
contract	end-user license agreement	hyponym
peer-to-peer video sharing	service	hypernym
omemo	extension	concept
network switching subsystem	component	hypernym
telegram (software)	service	concept
cisco nac appliance	system	concept
national cyber security centre (ireland)	organisation	concept
phish	rock	hypernym
codec	enhanced audio codec	instance
codec	enhanced variable rate codec	instance
return-to-libc attack	attack	hypernym
codec	enhanced variable rate codec b	instance
encryption	enigmail	instance
server	enlightened sound daemon	instance
karl koch (hacker)	hacker	concept
software	enonic	instance
differential cryptanalysis	form	hypernym
cipher	enrupt	instance
workstation	ensoniq paris	instance
information	enterprise europe network	instance
category	enterprise resource planning	instance
evercookie	application	hypernym
zhang jialong	journalist	concept
authenticator	way	hypernym
category	discrete category	hyponym
ibn al-durayhim	cryptologist	concept
software	episode engine	instance
security	equipment trust certificate	instance
cybertrust	company	hypernym
xml external entity attack	vulnerability	hypernym
cypherpunk	eric hughes (cypherpunk)	instance
pandora fms	software	hypernym
violin authentication	process	hypernym
security	eric vanderburg	instance
cyberweapon	agent	hypernym
gsm	ericsson r290	instance
information	error message	hyponym
internet security	branch	hypernym
unisys	es7000	instance
server	esker fax	instance
software	esp-r	instance
organization	estonian ict demo center	instance
software	etaoi keyboard	instance
web hosting service	internet	hypernym
system	domain awareness system	hyponym
enterprise mobility management	set	hypernym
cryptocurrency	ethereum	instance
robert (p2p software)	file	concept
organization	etsi	instance
software	eucalyptus (software)	instance
software	eucalyptus (software)	instance
software	euclid (computer program)	instance
kobo aura	generation	concept
terminal verification results	data	hypernym
netware file system	system	concept
ring	euclidean domain	instance
database	european ais database	instance
trex search engine	engine	hypernym
dns management software	software	hypernym
document	european security strategy	instance
back orifice 2000	program	concept
darkmarket	forum	hypernym
software	eventmanager	hyponym
mobile secure gateway	term	hypernym
magnolia (cms)	platform	concept
file hosting service	internet	hypernym
deal	cipher	hypernym
blind signature	form	hypernym
advanced airborne sensor	radar	hypernym
openssl	library	hypernym
software	excalibur bbs	instance
security	exchange-traded note	instance
identity driven networking	process	hypernym
web browser	application	hypernym
persistent uniform resource locator	locator	hypernym
authorization	exclaustration	hyponym
system	executive information system	hyponym
ashkan soltani	technologist	concept
33 signal regiment (canada)	unit	concept
computer keyboard	device	hypernym
emc networker	suite	hypernym
risk	existential risk from artificial general intelligence	hyponym
server	exodus	instance
avatar (computing)	representation	concept
national cyber security policy 2013	framework	concept
internet	exodus communications	hyponym
label	exodus records	instance
document	exposure scenario	instance
secret (app)	ios	hypernym
rf monitor software	software	hypernym
software	extremexos	instance
software	extremexos	instance
software	eyes on the earth	hyponym
software	eyes on the solar system	hyponym
return-oriented programming	security	hypernym
software	ezmlm	instance
birthday attack	attack	hypernym
contentverse	system	concept
server	ezproxy	instance
virusbuster	vendors	hypernym
anonym.os	cd	concept
spyware	software	hypernym
southampton open wireless network	network	hypernym
protection	fabric of security	hyponym
firmware	fabric os	instance
natalya kaspersky	ceo	concept
spamvertising	practice	hypernym
political positions of marco rubio	politician	concept
torpig	botnet	concept
foxy (p2p)	software	concept
software	factor 5	instance
sql server compact	database	concept
jboss enterprise application platform	platform	concept
information security automation program	s	hypernym
internet forum	site	hypernym
webroot internet security essentials	antivirus	concept
json web signature	ietf	hypernym
gentoo linux	computer	concept
password manager	application	hypernym
card security code	term	hypernym
duckduckgo	engine	concept
software	factory reset	instance
software	fairmat	instance
mainframe audit	inspection	hypernym
sourcefire vulnerability research team	group	hypernym
role-based access control	approach	hypernym
smartphone	fairphone 1	instance
smartphone	fairphone 2	instance
hacker	farid essebar	instance
new jersey cybersecurity and communications integration cell	information	concept
signature record type definition	protocol	hypernym
zesty.io	system	concept
zeus web server	server	concept
software	fastmall	instance
as1 (networking)	specification	hypernym
little brother (doctorow novel)	novel	concept
universal electronic card	card	hypernym
providence (agents of s.h.i.e.l.d.)	episode	concept
thin client	computer	hypernym
supercomputer	fastra ii	instance
telehack	simulation	concept
software	fathom: dynamic data software	instance
keeper (password manager)	application	hypernym
software	fathom: dynamic data software	instance
property	fault tolerance	hyponym
david lichtstein	dean	concept
cipher	feal	instance
cipher	fea-m	instance
software	feature selection toolbox	hyponym
vector	feature vector	hyponym
emulator	fellow (computing)	instance
coldfusion markup language	language	concept
one-time password	password	hypernym
rootkit	festi	instance
trustly	company	hypernym
hotspot shield	application	hypernym
secure instant messaging	form	hypernym
botnet	festi botnet	instance
trusted timestamping	process	hypernym
conficker	worm	concept
cipher	f-fcsr	instance
touch id	feature	hypernym
codec	ffdshow	instance
about uri scheme	scheme	hypernym
private shared wireless network	network	hypernym
codec	ffv1	instance
f-secure	security	concept
backup software	programs	hypernym
label	fiddler records	instance
software	file binder	instance
lorenz cipher	machines	concept
internet	file hosting service	hyponym
vulnerability	file inclusion vulnerability	hyponym
vulnerability	file inclusion vulnerability	hyponym
superfish	company	concept
national security agency	organization	concept
loggly	management	concept
mime object security services	protocol	hypernym
non-volatile memory	memory	hypernym
list of tcp and udp port numbers	list	hypernym
control	file integrity monitoring	hyponym
software	filezilla	instance
moto g (3rd generation)	smartphone	hypernym
blu products	manufacturer	concept
japanese m-1 cipher machine	device	concept
security protocols open repository	library	hypernym
efficient probabilistic public-key encryption scheme	epoc	hypernym
oma device management	protocol	hypernym
nsa suite a cryptography	cryptography	concept
authorization	film release	hyponym
sean murphy (cryptographer)	cryptographer	concept
digital watermarking	kind	hypernym
alberti cipher	ciphers	hypernym
vulnerability	financial fragility	hyponym
itunes	player	hypernym
vulnerability	financial fragility	hyponym
software	finfisher	instance
nis	service	hypernym
label	fingerprint records	hyponym
supercomputer	finisterrae	instance
software	firefighter exposure tracking software	instance
server-side	program	hypernym
sunbeam tiger	version	concept
security	firefly (key exchange protocol)	hyponym
phil fish	designer	concept
virus bulletin	magazine	hypernym
cloud load balancing	load	hypernym
residual block termination	variation	hypernym
ues (cipher)	cipher	hypernym
next-generation secure computing base	architecture	hypernym
server	firefly media server	instance
advantage (cryptography)	measure	hypernym
memory leak	leak	hypernym
system	firewall (computing)	hyponym
web development	term	hypernym
software	firmware	hyponym
mail	first flight cover	instance
riverhead networks	company	instance
leverage: the roleplaying game	game	concept
software	fish (cipher)	instance
directaccess	technology	hypernym
huawei e5	device	concept
voyager (computer worm)	worm	concept
unified threat management	solution	hypernym
security	degree	hypernym
bleeping computer	site	hypernym
bistel	equivalent	concept
signal (software)	calling	hypernym
chinese remainder theorem	result	hypernym
flooding (computer networking)	network	hypernym
matthew k. franklin	cryptographer	concept
software	fish (cipher)	instance
mimecast	company	concept
united states house committee on homeland security	committee	concept
android privacy guard	application	hypernym
cable television piracy	act	hypernym
roaming user profile	concept	hypernym
syncthing	application	concept
electromagnetic shielding	practice	hypernym
information assurance vulnerability alert	announcement	hypernym
software	fitit	instance
heterogeneous system architecture	set	hypernym
wake-on-lan	ethernet	hypernym
data monitoring switch	appliance	hypernym
server	fitnesse	instance
fish (cipher)	software	hypernym
bank fraud	use	hypernym
list of arm cortex-m development tools	list	hypernym
workstation	fl studio	instance
cisco security monitoring, analysis, and response system	security	concept
address resolution protocol	protocol	hypernym
workstation	fl studio mobile	instance
malware	flame (malware)	instance
national cyber range	project	hypernym
smartphone	flare (phone)	instance
hosting environment	term	hypernym
database	flat file database	instance
software	flightaware	instance
list of router firmware projects	list	hypernym
ip access controller	device	hypernym
nexus 6p	smartphone	concept
northern access network	system	hypernym
single sign-on	property	hypernym
routing	flood search routing	instance
wi-fi deauthentication attack	attack	hypernym
software	flvto	instance
incognito (operating system)	distribution	concept
data loss prevention software	system	hypernym
high memory area	area	hypernym
emulator	fmsx	instance
john the ripper	password	hypernym
software	folder lock	instance
john mcafee	programmer	concept
protection	food defense	hyponym
software	forat f9000	instance
firechat	app	concept
software	forensic toolkit	hyponym
server	forking proxy	hyponym
sap netweaver portal	blocks	hypernym
virus	form (computer virus)	instance
router (computing)	device	hypernym
sasser (computer worm)	worm	concept
server	forte 4gl	instance
spamd	daemon	hypernym
dvd	format	hypernym
fido alliance	consortium	concept
software	fortiva	instance
bvckup 2	software	concept
workstation	fostex foundation 2000	instance
ciphertext stealing	method	concept
certificateless cryptography	variant	hypernym
methodology	four-phase logic	instance
software	foxy (p2p)	instance
software	foxy (p2p)	instance
kak worm	worm	concept
national air and space intelligence center	united	concept
list of companies based in idaho	list	concept
compiler	fpgac	instance
message	fpml	instance
xrml	language	hypernym
category	datareader	hyponym
united states department of homeland security	department	concept
drupal	framework	concept
software	fpt software	instance
actifed (computer virus)	g	concept
malware	fragmented distribution attack	hyponym
software	frameforge 3d studio	instance
deception	fraud	instance
fraud	fraud in the factum	instance
security	freak	hyponym
gnu multiple precision arithmetic library	library	hypernym
microsoft notification protocol	protocol	concept
ruhrtaler ru.3	trainer	concept
crab (cipher)	cipher	hypernym
bolt (web browser)	browser	concept
dos	freddy's rescue roundup	instance
software	free and open-source software	hyponym
digify	file	concept
intelligence gathering network	system	hypernym
economics of digitization	field	hypernym
firewall (engine)	part	hypernym
jean-jacques quisquater	cryptographer	concept
apparmor mobile	division	concept
virtual private server	machine	hypernym
tor (anonymity network)	software	hypernym
national cyber security centre of lithuania	government	concept
novabackup	software	concept
server	free internet chess server	instance
key-agreement protocol	protocol	hypernym
communications-enabled application	set	hypernym
compiler	free pascal	instance
software configuration management	task	hypernym
ghostball (computer virus)	virus	concept
digital forensics framework	computer	hypernym
mcafee virusscan	program	concept
organization	free software initiative of japan	instance
organization	free software movement of karnataka	instance
smartphone	freedom 251	instance
software	freelan	instance
software	freerip	instance
security event manager	tools	hypernym
emulator	hardware	hypernym
software	freerip	instance
internet censorship in the united states	suppression	concept
software	freeswitch	hyponym
cl-http	server	concept
software	freeswitch	hyponym
software	freeware	hyponym
internet	freewire	hyponym
authorization	frequency assignment	hyponym
gnome display manager	manager	concept
cipher	frog	instance
cyber resilience review	method	concept
supercomputer	frostburg	instance
security	f-secure	instance
system	fuel injection	hyponym
hashicorp	company	concept
afx windows rootkit 2003	rootkit	concept
smartphone	fujitsu toshiba is12t	instance
zentyal	email	concept
cryptocurrency	medium	hypernym
system	funkos	instance
application programming interface key	code	hypernym
microsoft digital crimes unit	microsoft	concept
emulator	fuse (emulator)	instance
soap	fuse services framework	instance
compiler	futurebasic	instance
reboot	fuzzy nation	instance
codec	g.723	instance
codec	g.723.1	instance
norwegian computing center	foundation	concept
process isolation	set	hypernym
software	gadget	instance
vp9	open	hypernym
database	gadm	instance
software	gaiaehr	instance
google app engine	platform	concept
solaris (operating system)	unix	concept
posxml	language	hypernym
intelligence analysis management	process	hypernym
tune.pk	video	concept
advanfort	company	concept
smartphone	galaxy nexus	instance
software	gambling bot	instance
compiler	c compiler	hyponym
server	game server	hyponym
nobus	vulnerabilities	concept
botnet	gameover zeus	instance
server	gamespy arcade	instance
software	gated commit	instance
x.500	series	concept
titanfall	game	concept
port (computer networking)	endpoint	hypernym
multiswap	mac	concept
appliance	gateway touch pad	instance
automated certificate management environment	protocol	hypernym
software	gbbs (dos)	instance
nokia e6	smartphone	concept
information age	period	hypernym
dos	acronym	hypernym
nat port mapping protocol	protocol	hypernym
software	gears (software)	instance
organization	geekcorps	instance
mariposa botnet	botnet	concept
yadis	protocol	concept
blog	geekologie	instance
ascentialtest	system	concept
domain-specific language	language	hypernym
smartphone	geeksphone keon	instance
smartphone	geeksphone one	instance
lightcms	platform	concept
smartphone	geeksphone peak	instance
smartphone	geeksphone revolution	instance
blinding (cryptography)	technique	hypernym
ruby b. lee	engineer	concept
server	gemsvnc	instance
denial	general denial	hyponym
software	general mission analysis tool	hyponym
message	generalized distributive law	hyponym
holography	science	hypernym
serval project	project	hypernym
orca (computer system)	application	concept
data	generalized ttl security mechanism	hyponym
database	generating availability data system	hyponym
software	genie backup manager	instance
risk analysis (engineering)	science	hypernym
software	genie backup manager	instance
software	genius project	instance
vulnerability assessment	process	hypernym
t-distributed stochastic neighbor embedding	machine	hypernym
hash chain	application	hypernym
whois	system	hypernym
ieee 802.1ae	mac	hypernym
mspy	brand	concept
software	genome compiler	instance
software	geoapi	instance
quadrilateral cowboy	game	concept
hacker	george hotz	instance
security certificate	mechanism	hypernym
control	geosteering	instance
software	geotime	instance
brute force: cracking the data encryption standard	book	concept
software	getdataback	instance
freedom hosting	web	hypernym
software	gforge	instance
enterprise information security architecture	part	hypernym
cryptosystem	ggh encryption scheme	instance
microsoft sharedview	desktop	concept
poseidon (malware)	name	concept
aol active virus shield	utility	concept
virus	ghostball (computer virus)	instance
read-only memory	memory	hypernym
software	giant virus finder	instance
software	giant virus finder	instance
malware	gifar	instance
operation onymous	operation	hypernym
tresorit	service	concept
microservices	style	hypernym
smartphone	gigabyte gsmart g1305 boston	instance
smartphone	gigaset me	instance
compiler	glasgow haskell compiler	instance
firewall	glasswire	instance
html	gliffy	instance
national cyber security alliance	partnership	hypernym
database	global powder metallurgy property database	hyponym
category	global surveillance by category	instance
software	globaleaks	instance
sophos	software	concept
database	glottolog	instance
intranet	glow (scottish schools national intranet)	instance
sahana software foundation	angeles	concept
asset	glpi	instance
pinwheel (cryptography)	device	concept
avaya secure router 4134	device	concept
hp flexnetwork architecture	architecture	instance
organization	gmpg	instance
bypass switch	device	concept
big brother (software)	tool	hypernym
software	gmx multi messenger	instance
common weakness enumeration	project	hypernym
gnu octave	software	hypernym
audit committee	committee	hypernym
emulator	gnome terminal	instance
compiler	gnu common lisp	instance
compiler	gnu compiler for java	instance
coinbase	wallet	concept
sub-group hiding	assumption	hypernym
software	gnu fcrypt	instance
camellia (cipher)	cipher	concept
principles of information security	textbook	hypernym
lamer exterminator	virus	concept
compiler	gnu fortran	instance
microkernel	gnu hurd	instance
software	gnu icecat	instance
pepper (cryptography)	something	hypernym
server name indication	extension	hypernym
deep-secure	company	concept
software	gnu octave	instance
compiler	gnu pascal	instance
registration data access protocol	protocol	hypernym
software	gnu project	instance
control	direct digital control	hyponym
compiler	gnu prolog	instance
code-o-graph	device	hypernym
software	gnu sip witch	instance
email encryption	encryption	hypernym
software	gnu zile	instance
hoax	goodtimes virus	instance
list of operating systems	list	hypernym
detection	google alerts	instance
database	google base	instance
macro virus	virus	hypernym
computer	google hacking	instance
computer	google hacking	instance
fips county code	code	hypernym
jonathan grier	scientist	concept
flash cartridge	cartridges	hypernym
file sharing	practice	hypernym
erik guldentops	scientist	concept
pharming	attack	hypernym
intel	direct media interface	hyponym
man-in-the-browser	horse	hypernym
normalized compression distance	way	hypernym
demon dialing	technique	hypernym
software	googlebot	instance
mail	gordano messaging suite	instance
protection	government accountability project	hyponym
website	govtrack	instance
email	gpg4win	instance
instant messaging	online	hypernym
software	gpi-space	instance
software	gpops-ii	instance
cisco 2500 series	series	concept
dwight c. olson	founder	concept
software	gpsbabel	instance
url redirection	technique	hypernym
xml	graffiti markup language	instance
google compute engine	infrastructure	concept
zero-knowledge password proof	method	hypernym
cipher	grain (cipher)	instance
cipher	grand cru (cipher)	instance
database	graph database	hyponym
emulator	graphical network simulator-3	hypernym
lucifer (cipher)	name	concept
software	graphpad instat	instance
software	graugon antivirus	instance
software	graugon antivirus	instance
supercomputer	gravitysimulator	instance
wireless identity theft	form	hypernym
cipher	great cipher	instance
computer	great wall 0520ch	instance
iperius backup	software	concept
software	green dam youth escort	instance
microsoft sql server master data services	product	concept
internet	green hosting	instance
smartphone	greenphone	instance
software	greenware (computing)	instance
information	grey literature	hyponym
php	group-office	instance
dread (risk assessment model)	part	hypernym
botnet	grum botnet	instance
hacker	guccifer	instance
black-box testing	method	hypernym
personal internet security 2011	scareware	hypernym
windows push notification service	service	concept
ascii	guitar chord file format	instance
user agent	software	hypernym
simple authentication and security layer	framework	hypernym
honey trapping	practice	concept
power-egg	feature	concept
server	gunicorn (http server)	instance
securecrt	ssh	concept
amit sahai	scientist	concept
gnome	gvfs	instance
peter schirmbacher	scientist	concept
tutanota	software	concept
software	gwyddion (software)	instance
database	gypsy (database)	hyponym
patrick lincoln	scientist	concept
blog	hackaday	hyponym
wiener's attack	attack	concept
website	hacker news	hyponym
hacker	hackers at large	hyponym
organization	hacking health	instance
mega (service)	storage	concept
surveillance	hanwha techwin	instance
mac flooding	technique	concept
xorp	protocol	concept
mix network	protocols	concept
server	happstack	instance
software	haproxy	instance
server	haraka (software)	instance
protection	hardware restriction	instance
virus	hare (computer virus)	instance
classified information	material	hypernym
codec	harmonic and individual lines and noise	instance
combined cipher machine	system	hypernym
workstation	harrison mixbus	instance
software	harry m. rubin	instance
darpa	harvest project	instance
anubis (cipher)	cipher	hypernym
server	haryana land record information system	instance
cipher	hasty pudding cipher	instance
squatting attack	kind	hypernym
lockheed martin	aerospace	concept
network file system	protocol	hypernym
fabric of security	protection	hypernym
emulator	hatari (emulator)	instance
multiple encryption	process	hypernym
database	hazardous substances data bank	hyponym
application delivery controller	device	hypernym
anchorfree	company	concept
.au domain administration	manager	hypernym
cipher	hc-256	instance
software	hdwiki	instance
codec	hdx4	instance
wireless access point	device	hypernym
software	headless software	instance
digital video broadcasting	suite	hypernym
lock screen	element	hypernym
software	heat lanrev	instance
serpent (cipher)	cipher	concept
software	hec-1	instance
megarac	line	hypernym
hacker	hector monsegur	instance
compiler	helium (haskell)	instance
windows server 2008 r2	server	concept
software	hemospat	instance
emulator	hercules (emulator)	instance
cryptographic protocol	protocol	hypernym
satellite modem	modem	hypernym
nginx	server	concept
system	hex combat	instance
hetman partition recovery	shareware	concept
server	hexamail guard	instance
cisco pix	firewall	concept
anoncoders	group	hypernym
hack	hexen ii	instance
digital india	initiative	hypernym
server	hiawatha (web server)	instance
password strength	measure	hypernym
computer	hidden & dangerous	hyponym
information	hidden message	hyponym
grum botnet	botnet	concept
emulator	higan (emulator)	instance
software	high integrity c	hyponym
software	high integrity c	hyponym
codec	high-definition coding	hyponym
ncomputing	company	concept
system	high-integrity pressure protection system	hyponym
cisco wireless ip phone 7920	phone	hypernym
cipher	hill cipher	instance
midori (operating system)	name	concept
sanjay parthasarathy	executive	concept
security	hillard heintze	instance
samy kamkar	privacy	concept
software	hinemos	instance
wartime information security program	group	hypernym
methodology	h-infinity loop-shaping	instance
protection	computer security	hyponym
cryptocurrency	history of bitcoin	instance
supercomputer	hitac s-810	instance
supercomputer	hitac s-820	instance
supercomputer	hitachi sr8000	instance
server	hmailserver	instance
property	holographic principle	hyponym
server	home server	hyponym
hooksafe	system	hypernym
protection	homeland defense	instance
webload	load	hypernym
salt marsh die-off	term	hypernym
encryption	honey encryption	hyponym
computer	host (network)	hyponym
system	host-based intrusion detection system	hyponym
shor's algorithm	algorithm	concept
label	hostname	hyponym
software	hotmetal	instance
javascript	hotruby	instance
list of ip protocol numbers	list	hypernym
secure electronic transaction	protocol	hypernym
website	hotwire.com	instance
software	houdini (software)	instance
security management	identification	hypernym
rootpipe	vulnerability	hypernym
http public key pinning	mechanism	hypernym
laptop	hp 520 notebook	instance
k9 web protection	software	concept
data protection directive	directive	hypernym
software	hp cloud service automation software	instance
software	hp cloud service automation software	instance
chris kyriakakis	professor	concept
synctool	system	hypernym
list of rogue security software	list	hypernym
backup	hp data protector	instance
nothing personal (agents of s.h.i.e.l.d.)	episode	hypernym
leonard rose (hacker)	hacker	concept
thunderbolt (interface)	name	hypernym
awareness technologies	corporation	concept
management interface	interface	hypernym
software	hp information management software	instance
software	hp integrity virtual machines	instance
server	hp mediasmart server	instance
computer network	network	hypernym
email	hp openmail	instance
laptop	hp pavilion dv 1658	instance
secure shell	protocol	hypernym
post office protocol	protocol	concept
smartphone	hp pre 3	instance
twister (software)	software	concept
joan daemen	cryptographer	concept
sparc t4	microprocessor	concept
software	hp serviceguard	instance
finger protocol	protocols	hypernym
software	hp sitescope	instance
superuser	account	hypernym
giusella finocchiaro	professor	concept
system	hp time-shared basic	instance
bsd authentication	framework	hypernym
microsoft app-v	virtualization	concept
spreadsheet	application	hypernym
fred b. schneider	scientist	concept
health information technology	technology	hypernym
document	hp trim records management system	instance
attribute-based encryption	encryption	hypernym
network direct attached storage	system	hypernym
smartphone	hp veer	instance
laptop	hp xb3000	instance
supercomputer	hpcx	instance
veracrypt	utility	concept
wireless intrusion prevention system	device	hypernym
software	hrs computing	instance
smartphone	htc 7 mozart	instance
smartphone	htc 7 pro	instance
xml encryption	specification	hypernym
smartphone	htc 7 surround	instance
internet community ports act	approach	hypernym
rsa bsafe	fips	concept
smartphone	htc amaze 4g	instance
smartphone	htc aria	instance
apache hive	infrastructure	concept
key distribution center	part	hypernym
smartphone	htc atlas	instance
arangodb	database	concept
smartphone	htc butterfly 2	instance
electronic life	book	hypernym
smartphone	htc butterfly 3	instance
dialer	device	hypernym
web traffic	amount	hypernym
wimax	family	hypernym
smartphone	htc butterfly s	instance
information technology	application	hypernym
smartphone	htc canary	instance
smartphone	htc chacha	instance
amigados	disk	concept
hyper-threading	intel	hypernym
security appscan	family	hypernym
smartphone	htc desire	instance
security account manager	file	hypernym
file inclusion vulnerability	vulnerability	hypernym
open security foundation	organization	hypernym
socio-hydrology	field	hypernym
smartphone	htc desire 200	instance
detection	extraction	hypernym
smartphone	htc desire 210	instance
oneid	service	concept
phone cloning	transfer	hypernym
gh-link	card	concept
windows registry	database	concept
darpa	agency	concept
smartphone	htc desire 300	instance
smartphone	htc desire 310	instance
smartphone	htc desire 400	instance
yubikey	device	concept
smartphone	htc desire 500	instance
smartphone	htc desire 510	instance
david wang (hacker)	developer	concept
sonar (symantec)	abbreviation	concept
smartphone	htc desire 516	instance
smartphone	htc desire 520	instance
smartphone	htc desire 526	instance
smartphone	htc desire 600	instance
microsoft desktop optimization pack	suite	concept
government communications headquarters	intelligence	hypernym
smartphone	htc desire 601	instance
smartphone	htc desire 610	instance
smartphone	htc desire 616	instance
yvo g. desmedt	professor	concept
smartphone	htc desire 620	instance
smartphone	htc desire 626	instance
smartphone	htc desire 700	instance
smartphone	htc desire 816	instance
smartphone	htc desire 820	instance
smartphone	htc desire 820q dual sim	instance
barnaby jack	hacker	concept
bugtraq	list	concept
mihir bellare	cryptographer	concept
software	business activity monitoring	hyponym
yamanner	worm	concept
smartphone	htc desire 826	instance
european environmental research and innovation policy	set	concept
smartphone	htc desire c	instance
smartphone	htc desire eye	instance
real-time adaptive security	model	hypernym
pkzip	file	concept
certification and accreditation	process	hypernym
rogue dhcp	server	hypernym
host identity protocol	technology	hypernym
smartphone	htc desire hd	instance
smartphone	htc desire s	instance
smartphone	htc desire v	instance
akinori yonezawa	scientist	concept
smartphone	htc desire x	instance
smartphone	htc desire z	instance
smartphone	htc dream	instance
document	data management plan	hyponym
warp (information security)	community	hypernym
talkspace	online	hypernym
standard model (cryptography)	model	hypernym
email	method	hypernym
smartphone	htc evo 4g	instance
list of password managers	source	hypernym
smartphone	htc evo 4g lte	instance
michael wood (cryptographer)	cryptographer	concept
smartphone	htc evo shift 4g	instance
smartphone	htc explorer	instance
smartphone	htc first	instance
smartphone	htc gene	instance
cable router	device	hypernym
general comprehensive operating system	family	hypernym
otpw	system	concept
shark	cipher	concept
commentary on edward snowden's disclosure	part	concept
stress testing	form	hypernym
smartphone	htc gratia	instance
smartphone	htc hd2	instance
smartphone	htc hd7	instance
smartphone	htc incredible s	instance
smartphone	htc inspire 4g	instance
smartphone	htc iris	instance
smartphone	htc magic	instance
peter landrock	cryptographer	concept
smartphone	htc one (e8)	instance
